pegawaidiklat_id;pegawai_nama;diklat_nama;diklat_jp;pegawai_diklat_tahun;jenis_diklat
325;Pegawai 1991;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
326;Pegawai 423;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
327;Pegawai 1005;Creative thinking;10;06/07/2021;Teknis
328;Pegawai 550;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
329;Pegawai 1469;Pengelolaan Jaringan;12;13/06/2021;Teknis
330;Pegawai 1651;Pemeriksaan Terumbu Karang;11;03/11/2021;Teknis
331;Pegawai 1332;Effective Communication Skills;17;20/07/2021;Teknis
332;Pegawai 756;Pemeriksaan Kas;13;05/05/2021;Teknis
333;Pegawai 330;Public Speaking;10;21/11/2021;Teknis
334;Pegawai 39;Aspek Hukum dalam Pengadaan Barang dan Jasa;20;01/03/2021;Teknis
335;Pegawai 934;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
336;Pegawai 1188;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
337;Pegawai 1613;Dasar-dasar Manajemen &amp;11;19/08/2022;Teknis
338;Pegawai 657;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
339;Pegawai 871;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
340;Pegawai 1012;Teknik Interviu dan FGD;16;03/10/2021;Teknis
341;Pegawai 96;Penilaian angka kredit JFP;11;23/04/2022;Teknis
342;Pegawai 743;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
343;Pegawai 583;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
344;Pegawai 1395;Metode Penelitian Sosial;11;23/11/2022;Teknis
345;Pegawai 123;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
346;Pegawai 357;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
347;Pegawai 741;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
348;Pegawai 1756;Jabatan Fungsional Pranata dan Analis Pengelolaan Keuangan APBN;20;11/08/2022;Fungsional
349;Pegawai 304;Pemahaman Entitas dan Penentuan Area Potensial;15;30/01/2022;Teknis
350;Pegawai 66;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
351;Pegawai 439;Rencana Pengembangan Individu;22;01/01/2022;Teknis
352;Pegawai 1565;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
353;Pegawai 1775;SPKPP;17;31/10/2021;Teknis
354;Pegawai 1846;Aspek Hukum dan Tindak Pidana Korupsi;12;19/03/2021;Teknis
355;Pegawai 798;Pemasaran Sektor Publik;9;14/12/2021;Teknis
356;Pegawai 1797;Sertifikasi Pengadaan Barang dan Jasa;17;05/08/2022;Teknis
357;Pegawai 660;Standar Akuntansi Pemerintahan;19;13/10/2021;Teknis
358;Pegawai 929;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
359;Pegawai 62;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
360;Pegawai 1193;Sertifikasi Asesor;18;07/04/2022;Teknis
361;Pegawai 1211;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
362;Pegawai 360;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
363;Pegawai 1415;Penulisan Pendapat Hukum;13;13/04/2022;Teknis
364;Pegawai 1485;Komunikasi Kepemimpinan;13;02/06/2021;Teknis
365;Pegawai 1427;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
366;Pegawai 1140;Aspek Hukum dan Tindak Pidana Korupsi;12;19/03/2021;Teknis
367;Pegawai 1927;Creative Leadership;21;17/10/2022;Teknis
368;Pegawai 1274;Manajemen TI;20;17/09/2022;Teknis
369;Pegawai 5;Self Motivation Skill;22;25/11/2021;Teknis
370;Pegawai 266;Hukum Pertanahan;19;11/05/2021;Teknis
371;Pegawai 1068;Oracle Database;12;27/06/2022;Teknis
372;Pegawai 1290;TABK LKKL;18;04/05/2022;Teknis
373;Pegawai 1075;Workshop persiapan pemeriksaan LKPP/LKKL;14;22/08/2022;Teknis
374;Pegawai 1115;Auditor Ahli Akuntansi;22;01/08/2021;Fungsional
375;Pegawai 1719;Manajemen Kinerja;17;23/10/2021;Teknis
376;Pegawai 1461;Fotografi;11;11/05/2022;Teknis
377;Pegawai 401;Pemeriksaan Kas;13;05/05/2021;Teknis
378;Pegawai 1364;Manajemen Konflik;9;12/09/2021;Teknis
379;Pegawai 708;Analisis Pemecahan Masalah;20;23/12/2021;Teknis
380;Pegawai 83;Statistik (metode pengembangan tools);11;21/04/2021;Teknis
381;Pegawai 1132;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
382;Pegawai 1305;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
383;Pegawai 1151;Penataran P4;13;22/09/2021;P4
384;Pegawai 1723;Sertifikasi Asesor;18;07/04/2022;Teknis
385;Pegawai 1098;Diklat Pembentukan Jabatan Fungsional Pemeriksa (JFP);12;03/04/2022;Fungsional
386;Pegawai 998;Bantuan Hukum dalam proses peradilan;12;24/10/2022;Teknis
387;Pegawai 1012;Risk Based Audit ;19;10/01/2022;Teknis
388;Pegawai 629;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
389;Pegawai 919;Workshop;22;03/06/2022;Teknis
390;Pegawai 1969;Pemasaran Sektor Publik;9;14/12/2021;Teknis
391;Pegawai 1086;Stress Management;20;23/12/2022;Teknis
392;Pegawai 1278;Managing Difficult and Conflict People;14;01/02/2021;Teknis
393;Pegawai 812;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
394;Pegawai 1988;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
395;Pegawai 857;Stress Management;20;23/12/2022;Teknis
396;Pegawai 1920;Oracle Database;12;27/06/2022;Teknis
397;Pegawai 1924;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
398;Pegawai 890;Pemeriksaan Belanja Daerah;15;20/10/2022;Teknis
399;Pegawai 776;Metode Penelitian Sosial;11;23/11/2022;Teknis
400;Pegawai 1678;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
401;Pegawai 1283;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
402;Pegawai 1183;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
403;Pegawai 519;Penetapan Kriteria;8;31/08/2021;Teknis
404;Pegawai 1967;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
405;Pegawai 829;TABK SIMDA;19;01/08/2021;Teknis
406;Pegawai 138;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
407;Pegawai 1236;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
408;Pegawai 1326;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
409;Pegawai 750;Pemeriksaan bisnis minyak dan gas (dan aspek perpajakannya);17;26/05/2021;Teknis
410;Pegawai 776;Pemeriksaan PBJ;21;12/01/2022;Teknis
411;Pegawai 544;Kehumasan;10;01/01/2022;Teknis
412;Pegawai 1312;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
413;Pegawai 1942;TABK-ACL;19;18/02/2021;Teknis
414;Pegawai 1967;Kerugian Negara;12;29/10/2022;Teknis
415;Pegawai 1503;Change Management;10;27/10/2022;Teknis
416;Pegawai 1780;Aspek Hukum dalam Pengelolaan Keuangan Negara;15;19/05/2022;Teknis
417;Pegawai 760;Logical Framework Analysis;11;01/08/2021;Teknis
418;Pegawai 1280;Bantuan Hukum dalam proses peradilan;12;24/10/2022;Teknis
419;Pegawai 1238;Diklat Prajabatan - Gol. II;10;04/02/2021;Pra-Jabatan
420;Pegawai 612;Alih Media Digital;16;21/12/2021;Teknis
421;Pegawai 740;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
422;Pegawai 1723;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
423;Pegawai 1713;Dasar-dasar Manajemen &amp;11;19/08/2022;Teknis
424;Pegawai 73;Standar Akuntansi Pemerintahan;19;13/10/2021;Teknis
425;Pegawai 1641;Pemeriksaan PBJ;21;12/01/2022;Teknis
426;Pegawai 1948;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
427;Pegawai 1849;Stress Management;20;23/12/2022;Teknis
428;Pegawai 1602;Diklat Prajabatan - Gol. I;22;04/09/2021;Pra-Jabatan
429;Pegawai 240;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
430;Pegawai 1685;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
431;Pegawai 1887;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
432;Pegawai 816;SAP dan Reviu LKPD;9;04/06/2021;Teknis
433;Pegawai 322;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
434;Pegawai 9;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
435;Pegawai 331;Risk Based Audit ;19;10/01/2022;Teknis
436;Pegawai 1276;Teknik Interviu dan FGD;16;03/10/2021;Teknis
437;Pegawai 693;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
438;Pegawai 1067;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
439;Pegawai 1526;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
440;Pegawai 12;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
441;Pegawai 251;Creative Leadership;21;17/10/2022;Teknis
442;Pegawai 1528;Jabatan Fungsional Pranata dan Analis Pengelolaan Keuangan APBN;20;11/08/2022;Fungsional
443;Pegawai 486;Audit Forensik;16;15/04/2021;Teknis
444;Pegawai 427;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
445;Pegawai 1794;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
446;Pegawai 164;Pemeriksaan PBJ;21;12/01/2022;Teknis
447;Pegawai 1515;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
448;Pegawai 56;Kearsipan dan Kesekretariatan;17;26/04/2021;Teknis
449;Pegawai 510;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
450;Pegawai 724;Pemeriksaan Pengadaan Barang dan Jasa;20;17/01/2022;Teknis
451;Pegawai 440;Kerugian Negara;12;29/10/2022;Teknis
452;Pegawai 1467;Penjaminan Mutu Pemeriksaan;22;05/10/2022;Teknis
453;Pegawai 1943;Pemeriksaan Bencana;9;22/10/2021;Teknis
454;Pegawai 987;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
455;Pegawai 490;Pengelolaan Informasi Publik;9;01/11/2022;Teknis
456;Pegawai 536;SPKPP;17;31/10/2021;Teknis
457;Pegawai 1012;Penulisan Hasil Penelitian;18;23/11/2021;Teknis
458;Pegawai 1325;Pemeriksaan Area Kunci;18;24/12/2021;Teknis
459;Pegawai 1233;Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;16;07/07/2021;Teknis
460;Pegawai 40;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
461;Pegawai 1118;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
462;Pegawai 385;Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;16;07/07/2021;Teknis
463;Pegawai 642;Digital Forensic;15;21/01/2021;Teknis
464;Pegawai 1822;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
465;Pegawai 1109;Kerugian Negara;12;29/10/2022;Teknis
466;Pegawai 1596;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
467;Pegawai 1345;Effective Communication Skills;17;20/07/2021;Teknis
468;Pegawai 582;TABK-KPPN;14;26/07/2022;Teknis
469;Pegawai 238;Kepaniteraan Kerugian Negara;19;15/05/2022;Teknis
470;Pegawai 686;Change Management;10;27/10/2022;Teknis
471;Pegawai 764;Master of Ceremony;10;06/01/2021;Teknis
472;Pegawai 309;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
473;Pegawai 599;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
474;Pegawai 1302;Manajemen TI;20;17/09/2022;Teknis
475;Pegawai 270;Perencanaan Strategis;13;08/03/2022;Teknis
476;Pegawai 1016;TABK-ACL;19;18/02/2021;Teknis
477;Pegawai 710;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
478;Pegawai 1642;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
479;Pegawai 1432;Pemeriksaan Badan Layanan Umum (BLU);9;24/05/2022;Teknis
480;Pegawai 659;Project Management;22;17/04/2022;Teknis
481;Pegawai 314;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
482;Pegawai 715;Review CFE;9;26/12/2021;Teknis
483;Pegawai 1428;Pengelolaan Aset Negara (BMN);20;13/02/2022;Teknis
484;Pegawai 337;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
485;Pegawai 1144;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
486;Pegawai 827;Pemeriksaan PNBP dan lingkungan mineral dan pertambangan;17;25/03/2021;Teknis
487;Pegawai 1853;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
488;Pegawai 12;Komunikasi Kepemimpinan;13;02/06/2021;Teknis
489;Pegawai 1605;Pemeriksaan Belanja Daerah;15;20/10/2022;Teknis
490;Pegawai 14;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
491;Pegawai 1769;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
492;Pegawai 1529;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
493;Pegawai 1417;Pelatihan Lanjutan Satpam Gada Madya;8;05/10/2022;Teknis
494;Pegawai 288;SIAP LKPD;10;28/04/2022;Teknis
495;Pegawai 1553;TABK Excel;19;10/10/2021;Teknis
496;Pegawai 573;Workshop persiapan pemeriksaan tematik atas Kinerja APIP;12;01/03/2022;Teknis
497;Pegawai 947;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
498;Pegawai 1867;Lain-lain;19;26/06/2022;Teknis
499;Pegawai 768;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
500;Pegawai 1754;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
501;Pegawai 996;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
502;Pegawai 1820;Penanganan massa;20;02/07/2021;Teknis
503;Pegawai 1571;Change Management;10;27/10/2022;Teknis
504;Pegawai 970;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
505;Pegawai 595;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
506;Pegawai 115;Manajemen Konflik;9;12/09/2021;Teknis
507;Pegawai 905;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
508;Pegawai 654;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
509;Pegawai 170;Penilaian angka kredit JFP;11;23/04/2022;Teknis
510;Pegawai 1295;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
511;Pegawai 1276;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
512;Pegawai 680;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
513;Pegawai 1524;Sekretariat Tim Penilai Angka Kredit JFP;21;08/02/2022;Teknis
514;Pegawai 820;Effective Government Auditing;11;08/01/2021;Teknis
515;Pegawai 230;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
516;Pegawai 1934;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
517;Pegawai 738;Speed reading and mind mapping;22;22/09/2022;Teknis
518;Pegawai 1276;Kepaniteraan Kerugian Negara;19;15/05/2022;Teknis
519;Pegawai 414;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
520;Pegawai 603;Diklat Pembentukan Jabatan Fungsional Lainya (JFL);15;22/03/2022;Fungsional
521;Pegawai 1087;Pengadaan Barang dan Jasa;18;29/05/2022;Teknis
522;Pegawai 1372;Prosedur Analitis;20;11/10/2021;Teknis
523;Pegawai 77;Monitoring dan Evaluasi Kinerja RKA (PMK 249/2011);22;02/12/2022;Teknis
524;Pegawai 1518;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
525;Pegawai 296;Pengelolaan Jaringan;12;13/06/2021;Teknis
526;Pegawai 1775;Konseling;9;16/05/2021;Teknis
527;Pegawai 13;Diklat Orientasi ke-BPK-an - Gol. III;14;17/09/2022;Orientasi Ke-BPK-AN
528;Pegawai 451;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
529;Pegawai 931;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
530;Pegawai 1012;Diklat Orientasi ke-BPK-an - Tenaga Honorer dan Lolos Butuh;22;19/06/2022;Orientasi Ke-BPK-AN
531;Pegawai 1416;Pengelolaan Aset Negara (BMN);20;13/02/2022;Teknis
532;Pegawai 322;TABK-SAI;12;14/11/2022;Teknis
533;Pegawai 1481;Pemeriksaan Manajemen Kas;22;30/12/2021;Teknis
534;Pegawai 1138;Lain-lain;19;26/06/2022;Teknis
535;Pegawai 296;Sistem Pengelolaan Keuangan Pemerintah Daerah (SPKPD);14;03/02/2022;Teknis
536;Pegawai 1715;Effective Communication Skills;17;20/07/2021;Teknis
537;Pegawai 868;Logical Framework Analysis;11;01/08/2021;Teknis
538;Pegawai 1275;Self Motivation Skill;22;25/11/2021;Teknis
539;Pegawai 1843;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
540;Pegawai 650;Risk Based Audit dan SIAP LKPD;17;14/06/2022;Teknis
541;Pegawai 55;TABK-Arbutus;11;21/08/2021;Teknis
542;Pegawai 190;Manajemen Konflik;9;12/09/2021;Teknis
543;Pegawai 1028;Pemahaman Entitas dan Penentuan Area Potensial;15;30/01/2022;Teknis
544;Pegawai 1032;Jabatan Fungsional Pranata dan Analis Pengelolaan Keuangan APBN;20;11/08/2022;Fungsional
545;Pegawai 290;Manajemen Perpustakaan;16;27/11/2022;Teknis
546;Pegawai 274;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
547;Pegawai 1795;TABK LKKL;18;04/05/2022;Teknis
548;Pegawai 1998;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
549;Pegawai 1076;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
550;Pegawai 1434;Pemeriksaan Kas;13;05/05/2021;Teknis
551;Pegawai 1038;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
552;Pegawai 274;Jabatan Fungsional Pranata dan Analis Pengelolaan Keuangan APBN;20;11/08/2022;Fungsional
553;Pegawai 361;Pemeriksaan Pendapatan ;16;02/03/2022;Teknis
554;Pegawai 103;Penulisan Kajian;14;12/11/2021;Teknis
555;Pegawai 1326;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
556;Pegawai 1479;Konseling;9;16/05/2021;Teknis
557;Pegawai 15;Sertifikat Kompetensi;18;05/04/2021;Teknis
558;Pegawai 657;SIAP LKPD;10;28/04/2022;Teknis
559;Pegawai 1509;Kehumasan;10;01/01/2022;Teknis
560;Pegawai 718;Statistik (metode pengembangan tools);11;21/04/2021;Teknis
561;Pegawai 1371;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
562;Pegawai 1539;Kerugian Negara;12;29/10/2022;Teknis
563;Pegawai 1405;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
564;Pegawai 1417;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
565;Pegawai 1859;Hukum Acara Pidana, Perdata dan TUN serta Penafsiran Hukum;16;10/05/2021;Teknis
566;Pegawai 642;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
567;Pegawai 1098;Risk Based Audit dan SIAP LKPD;17;14/06/2022;Teknis
568;Pegawai 1953;Reviu Opini atas LHP LK;13;21/06/2022;Teknis
569;Pegawai 1604;Coaching ;15;18/12/2021;Teknis
570;Pegawai 1126;Perumusan Opini;15;11/08/2021;Teknis
571;Pegawai 1292;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
572;Pegawai 340;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
573;Pegawai 497;Aspek Hukum dan Tindak Pidana Korupsi;12;19/03/2021;Teknis
574;Pegawai 1999;Media Handling;12;05/03/2021;Teknis
575;Pegawai 969;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
576;Pegawai 610;Project Management;22;17/04/2022;Teknis
577;Pegawai 1793;Logical Framework Analysis;11;01/08/2021;Teknis
578;Pegawai 503;Teknik Negosiasi;12;11/09/2021;Teknis
579;Pegawai 1818;Aspek Hukum dalam Pengadaan Barang dan Jasa;20;01/03/2021;Teknis
580;Pegawai 792;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
581;Pegawai 1025;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
582;Pegawai 642;International Financial Reporting System (IFRS);15;18/03/2021;Teknis
583;Pegawai 1108;Budaya Organisasi;19;23/09/2021;Teknis
584;Pegawai 1100;Monitoring dan Evaluasi Kinerja RKA (PMK 249/2011);22;02/12/2022;Teknis
585;Pegawai 391;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
586;Pegawai 1911;Metode Penelitian Sosial;11;23/11/2022;Teknis
587;Pegawai 688;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
588;Pegawai 1000;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
589;Pegawai 795;TABK SIMDA;19;01/08/2021;Teknis
590;Pegawai 833;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
591;Pegawai 42;Sertifikat Kompetensi;18;05/04/2021;Teknis
592;Pegawai 1716;Project Management;22;17/04/2022;Teknis
593;Pegawai 1147;Penilaian Aset;16;30/01/2022;Teknis
594;Pegawai 1202;Prosedur Analitis;20;11/10/2021;Teknis
595;Pegawai 737;Pengadaan Barang dan Jasa;18;29/05/2022;Teknis
596;Pegawai 896;Diklat Orientasi ke-BPK-an - Gol. III;14;17/09/2022;Orientasi Ke-BPK-AN
597;Pegawai 885;Kehumasan;10;01/01/2022;Teknis
598;Pegawai 1962;Penanganan massa;20;02/07/2021;Teknis
599;Pegawai 760;Penghitungan Kerugian Negara/Daerah;9;06/02/2022;Teknis
600;Pegawai 1696;Pemeriksaan Kas;13;05/05/2021;Teknis
601;Pegawai 328;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
602;Pegawai 366;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
603;Pegawai 388;Sistem Pengelolaan Keuangan Pemerintah Daerah (SPKPD);14;03/02/2022;Teknis
604;Pegawai 746;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
605;Pegawai 1407;Perencanaan Strategis;13;08/03/2022;Teknis
606;Pegawai 296;Pemeriksaan kinerja;18;26/08/2021;Teknis
607;Pegawai 306;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
608;Pegawai 1800;Sistem Aplikasi Pemeriksaan (SiAP) LK;16;26/03/2022;Teknis
609;Pegawai 1683;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
610;Pegawai 44;NLP;21;28/09/2022;Teknis
611;Pegawai 924;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
612;Pegawai 381;Alih Media Digital;16;21/12/2021;Teknis
613;Pegawai 1522;Diklat Pembentukan Jabatan Fungsional Lainya (JFL);15;22/03/2022;Fungsional
614;Pegawai 287;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
615;Pegawai 1418;Analis KepegawaianAnggota Tim;21;17/06/2021;Fungsional
616;Pegawai 397;Pembentukan Instruktur;9;16/06/2021;Teknis
617;Pegawai 1721;Kepaniteraan Kerugian Negara;19;15/05/2022;Teknis
618;Pegawai 1965;Pemeriksaan Belanja Daerah;15;20/10/2022;Teknis
619;Pegawai 331;Penilaian Aset;16;30/01/2022;Teknis
620;Pegawai 1665;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
621;Pegawai 75;Logical Framework Analysis;11;01/08/2021;Teknis
622;Pegawai 1253;Change Management;10;27/10/2022;Teknis
623;Pegawai 1;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
624;Pegawai 1426;Rencana Pengembangan Individu;22;01/01/2022;Teknis
625;Pegawai 1065;Risk Based Audit ;19;10/01/2022;Teknis
626;Pegawai 1374;Pemeriksaan pajak BUMN jasa karya;19;17/08/2021;Teknis
627;Pegawai 1915;Penulisan Kajian;14;12/11/2021;Teknis
628;Pegawai 405;Digital Forensic;15;21/01/2021;Teknis
629;Pegawai 1953;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
630;Pegawai 967;Perencanaan Pengadaan;20;13/12/2021;Teknis
631;Pegawai 397;Manajemen Konflik;9;12/09/2021;Teknis
632;Pegawai 1953;Konseling;9;16/05/2021;Teknis
633;Pegawai 1688;Pengelolaan dan Penggunaan Kantor Akuntan Publik (KAP);16;13/02/2021;Teknis
634;Pegawai 1223;Pemberian keterangan ahli;21;10/05/2022;Teknis
635;Pegawai 216;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
636;Pegawai 1426;Coaching ;15;18/12/2021;Teknis
637;Pegawai 1106;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
638;Pegawai 1259;Perencanaan Pengadaan;20;13/12/2021;Teknis
639;Pegawai 655;Microsoft Excel;16;19/06/2021;Teknis
640;Pegawai 907;Konseling;9;16/05/2021;Teknis
641;Pegawai 172;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
642;Pegawai 233;Pemeriksaan investigatif;19;09/05/2021;Teknis
643;Pegawai 326;Pemeriksaan Pendapatan ;16;02/03/2022;Teknis
644;Pegawai 563;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
645;Pegawai 521;Pengelolaan Informasi Publik;9;01/11/2022;Teknis
646;Pegawai 1013;Manajemen Perpustakaan;16;27/11/2022;Teknis
647;Pegawai 959;Pemeriksaan Badan Usaha Milik Daerah (BUMD);12;15/01/2021;Teknis
648;Pegawai 1188;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
649;Pegawai 1391;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
650;Pegawai 35;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
651;Pegawai 1386;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
652;Pegawai 1806;Pengelolaan Informasi Publik;9;01/11/2022;Teknis
653;Pegawai 1546;Coaching ;15;18/12/2021;Teknis
654;Pegawai 33;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
655;Pegawai 1182;Risk Based Audit ;19;10/01/2022;Teknis
656;Pegawai 510;Teknik Wawancara;10;27/11/2021;Teknis
657;Pegawai 1518;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
658;Pegawai 1368;Pemeriksaan Kas;13;05/05/2021;Teknis
659;Pegawai 244;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
660;Pegawai 1509;Effective Leadership;13;18/03/2022;Teknis
