pegawai_bahasa_id;pegawai_nama;bahasa_nama;tahun_dari;pegawai_perwakilan
1318;Pegawai 1541;English;13/03/2019;BPK Perwakilan Provinsi Gorontalo
1319;Pegawai 861;English;07/06/2021;BPK Perwakilan Provinsi Nusa Tenggara Barat
1320;Pegawai 1388;English;13/06/2019;BPK Perwakilan Provinsi Lampung
1321;Pegawai 356;English;22/12/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1322;Pegawai 1106;English;08/12/2022;BPK Perwakilan Provinsi Jawa Timur
1323;Pegawai 777;English;04/05/2020;BPK Perwakilan Provinsi Sulawesi Selatan
1324;Pegawai 1927;English;24/06/2020;BPK Perwakilan Provinsi Bengkulu
1325;Pegawai 1620;English;16/09/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1326;Pegawai 1854;English;26/01/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1327;Pegawai 1780;English;16/12/2019;BPK Perwakilan Provinsi Papua Barat
1328;Pegawai 388;English;17/01/2020;BPK Perwakilan Provinsi Lampung
1329;Pegawai 1973;English;16/06/2020;BPK Perwakilan Provinsi Banten
1330;Pegawai 596;English;09/01/2020;BPK Perwakilan Provinsi Riau
1331;Pegawai 1200;English;23/01/2021;BPK Perwakilan Provinsi DI Yogyakarta
1332;Pegawai 1071;English;27/03/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
1333;Pegawai 1371;English;09/10/2021;BPK Perwakilan Provinsi DKI Jakarta
1334;Pegawai 387;English;19/02/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1335;Pegawai 1882;English;06/11/2019;BPK Perwakilan Provinsi Sulawesi Barat
1336;Pegawai 1842;English;30/01/2020;BPK Perwakilan Provinsi Sumatera Selatan
1337;Pegawai 1605;English;22/12/2022;BPK Perwakilan Provinsi Maluku
1338;Pegawai 569;English;13/01/2020;BPK Perwakilan Provinsi Sumatera Selatan
1339;Pegawai 322;English;25/09/2019;BPK Perwakilan Provinsi Kalimantan Barat
1340;Pegawai 1702;English;31/12/2022;BPK Perwakilan Provinsi Banten
1341;Pegawai 1046;English;31/05/2020;BPK Perwakilan Provinsi DKI Jakarta
1342;Pegawai 931;English;21/08/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1343;Pegawai 1401;English;23/04/2021;BPK Perwakilan Provinsi Kalimantan Utara
1344;Pegawai 476;English;04/09/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1345;Pegawai 387;English;02/05/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1346;Pegawai 1768;English;08/11/2022;BPK Perwakilan Provinsi Gorontalo
1347;Pegawai 1084;English;04/03/2019;BPK Perwakilan Provinsi Lampung
1348;Pegawai 569;English;21/08/2020;BPK Perwakilan Provinsi Sumatera Selatan
1349;Pegawai 1650;English;26/09/2021;BPK Perwakilan Provinsi Sulawesi Utara
1350;Pegawai 1251;English;15/02/2021;BPK Perwakilan Provinsi Riau
1351;Pegawai 551;English;15/02/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
1352;Pegawai 76;English;18/10/2019;BPK Perwakilan Provinsi Sulawesi Utara
1353;Pegawai 881;English;05/07/2019;BPK Perwakilan Provinsi Riau
1354;Pegawai 1444;English;26/12/2022;BPK Perwakilan Provinsi Jawa Timur
1355;Pegawai 736;English;23/12/2019;BPK Perwakilan Provinsi Papua Barat
1356;Pegawai 1976;English;06/02/2020;BPK Perwakilan Provinsi Maluku Utara
1357;Pegawai 394;English;08/05/2022;BPK Perwakilan Provinsi Maluku Utara
1358;Pegawai 402;English;29/07/2022;BPK Perwakilan Provinsi Gorontalo
1359;Pegawai 71;English;27/02/2021;BPK Perwakilan Provinsi Maluku
1360;Pegawai 233;English;02/04/2019;BPK Perwakilan Provinsi Sulawesi Selatan
1361;Pegawai 46;English;11/09/2022;BPK Perwakilan Provinsi Maluku Utara
1362;Pegawai 440;English;01/04/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1363;Pegawai 1657;English;31/12/2022;BPK Perwakilan Provinsi Sulawesi Utara
1364;Pegawai 1033;English;26/02/2019;BPK Perwakilan Provinsi Sulawesi Utara
1365;Pegawai 318;English;26/03/2020;BPK Perwakilan Provinsi Banten
1366;Pegawai 657;English;27/07/2020;BPK Perwakilan Provinsi Kalimantan Selatan
1367;Pegawai 197;English;14/05/2020;BPK Perwakilan Provinsi Jawa Timur
1368;Pegawai 186;English;08/02/2019;BPK Perwakilan Provinsi Jawa Tengah
1369;Pegawai 682;English;02/07/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
1370;Pegawai 600;English;06/06/2019;BPK Perwakilan Provinsi Bali
1371;Pegawai 375;English;18/09/2021;BPK Perwakilan Provinsi Sumatera Selatan
1372;Pegawai 1161;English;21/10/2020;BPK Perwakilan Provinsi Banten
1373;Pegawai 1636;English;08/11/2019;BPK Perwakilan Provinsi Jawa Barat
1374;Pegawai 702;English;03/05/2020;BPK Perwakilan Provinsi Sumatera Barat
1375;Pegawai 1186;English;26/09/2020;BPK Perwakilan Provinsi Kalimantan Timur
1376;Pegawai 236;English;31/05/2020;BPK Perwakilan Provinsi Sulawesi Barat
1377;Pegawai 329;English;17/09/2019;BPK Perwakilan Provinsi Jawa Tengah
1378;Pegawai 723;English;27/01/2021;BPK Perwakilan Provinsi Banten
1379;Pegawai 1746;English;20/03/2022;BPK Perwakilan Provinsi Aceh
1380;Pegawai 664;English;21/07/2020;BPK Perwakilan Provinsi Gorontalo
1381;Pegawai 1917;English;31/08/2020;BPK Perwakilan Provinsi Jawa Barat
1382;Pegawai 942;English;10/06/2019;BPK Perwakilan Provinsi Maluku Utara
1383;Pegawai 178;English;12/09/2021;BPK Perwakilan Provinsi Sumatera Barat
1384;Pegawai 1067;English;04/07/2019;BPK Perwakilan Provinsi Maluku
1385;Pegawai 753;English;30/03/2020;BPK Perwakilan Provinsi Kalimantan Barat
1386;Pegawai 1250;English;17/01/2021;BPK Perwakilan Provinsi Bali
1387;Pegawai 681;English;21/11/2021;BPK Perwakilan Provinsi Sumatera Barat
1388;Pegawai 628;English;24/09/2022;BPK Perwakilan Provinsi Papua Barat
1389;Pegawai 842;English;14/05/2019;BPK Perwakilan Provinsi Sumatera Utara
1390;Pegawai 1554;English;13/07/2021;BPK Perwakilan Provinsi Sumatera Barat
1391;Pegawai 1604;English;25/11/2019;BPK Perwakilan Provinsi Kepulauan Riau
1392;Pegawai 957;English;27/12/2020;BPK Perwakilan Provinsi Gorontalo
1393;Pegawai 1123;English;26/03/2020;BPK Perwakilan Provinsi Maluku
1394;Pegawai 1340;English;11/07/2022;BPK Perwakilan Provinsi Maluku
1395;Pegawai 1378;English;11/10/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1396;Pegawai 176;English;25/08/2020;BPK Perwakilan Provinsi Riau
1397;Pegawai 111;English;21/10/2021;BPK Perwakilan Provinsi Bengkulu
1398;Pegawai 1943;English;13/02/2021;BPK Perwakilan Provinsi DKI Jakarta
1399;Pegawai 768;English;05/11/2019;BPK Perwakilan Provinsi DKI Jakarta
1400;Pegawai 1672;English;17/12/2022;BPK Perwakilan Provinsi Jambi
1401;Pegawai 439;English;01/09/2019;BPK Perwakilan Provinsi Sulawesi Barat
1402;Pegawai 255;English;04/07/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1403;Pegawai 516;English;31/12/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1404;Pegawai 39;Jerman;09/11/2022;BPK Perwakilan Provinsi Maluku Utara
1405;Pegawai 631;Perancis;20/01/2020;BPK Perwakilan Provinsi Sulawesi Tenggara
1406;Pegawai 145;China/Mandarin;28/03/2020;BPK Perwakilan Provinsi Jawa Barat
1407;Pegawai 1155;Jerman;16/05/2019;BPK Perwakilan Provinsi Kalimantan Timur
1408;Pegawai 1322;Arab;12/07/2021;BPK Perwakilan Provinsi DKI Jakarta
1409;Pegawai 1778;Jepang;07/04/2020;BPK Perwakilan Provinsi DKI Jakarta
1410;Pegawai 1212;China/Mandarin;10/01/2020;BPK Perwakilan Provinsi Maluku Utara
1411;Pegawai 878;Perancis;23/01/2021;BPK Perwakilan Provinsi Lampung
1412;Pegawai 888;English;06/03/2020;BPK Perwakilan Provinsi Jawa Timur
1413;Pegawai 1980;China/Mandarin;13/11/2020;BPK Perwakilan Provinsi Kalimantan Selatan
1414;Pegawai 442;Arab;29/06/2019;BPK Perwakilan Provinsi Bengkulu
1415;Pegawai 186;Jepang;22/10/2022;BPK Perwakilan Provinsi Jawa Tengah
1416;Pegawai 1037;Jerman;25/07/2022;BPK Perwakilan Provinsi Bengkulu
1417;Pegawai 375;English;30/04/2021;BPK Perwakilan Provinsi Sumatera Selatan
1418;Pegawai 612;English;11/07/2019;BPK Perwakilan Provinsi Sumatera Utara
1419;Pegawai 154;Perancis;17/06/2019;BPK Perwakilan Provinsi Papua
1420;Pegawai 1312;Arab;13/09/2021;BPK Perwakilan Provinsi Gorontalo
1421;Pegawai 1580;Jepang;22/09/2019;BPK Perwakilan Provinsi Jambi
1422;Pegawai 1582;Jerman;03/05/2020;BPK Perwakilan Provinsi Kalimantan Barat
1423;Pegawai 1218;Jerman;25/06/2020;BPK Perwakilan Provinsi Kalimantan Timur
1424;Pegawai 915;Perancis;25/05/2022;BPK Perwakilan Provinsi Banten
1425;Pegawai 1983;Arab;30/06/2021;BPK Perwakilan Provinsi Jambi
1426;Pegawai 1385;Jepang;23/09/2021;BPK Perwakilan Provinsi Bengkulu
1427;Pegawai 265;English;08/04/2019;BPK Perwakilan Provinsi Sumatera Utara
1428;Pegawai 896;Perancis;30/03/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1429;Pegawai 449;Jepang;31/08/2019;BPK Perwakilan Provinsi Bali
1430;Pegawai 1242;English;24/04/2019;BPK Perwakilan Provinsi Papua Barat
1431;Pegawai 586;China/Mandarin;16/10/2020;BPK Perwakilan Provinsi Papua Barat
1432;Pegawai 1499;Perancis;28/06/2021;BPK Perwakilan Provinsi Riau
1433;Pegawai 1157;China/Mandarin;05/09/2019;BPK Perwakilan Provinsi Gorontalo
1434;Pegawai 1978;English;27/09/2021;BPK Perwakilan Provinsi Riau
1435;Pegawai 422;Perancis;30/07/2022;BPK Perwakilan Provinsi Aceh
1436;Pegawai 595;China/Mandarin;27/01/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1437;Pegawai 1605;English;14/03/2022;BPK Perwakilan Provinsi Maluku
1438;Pegawai 1550;English;04/06/2022;BPK Perwakilan Provinsi Sumatera Selatan
1439;Pegawai 13;Perancis;11/03/2021;BPK Perwakilan Provinsi Sumatera Selatan
1440;Pegawai 145;English;27/09/2019;BPK Perwakilan Provinsi Jawa Barat
1441;Pegawai 777;Perancis;07/02/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1442;Pegawai 1477;English;04/07/2021;BPK Perwakilan Provinsi Sumatera Selatan
1443;Pegawai 1098;Jepang;07/03/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1444;Pegawai 230;Arab;01/07/2022;BPK Perwakilan Provinsi Aceh
1445;Pegawai 1322;Jerman;27/04/2019;BPK Perwakilan Provinsi DKI Jakarta
1446;Pegawai 908;Jepang;22/01/2022;BPK Perwakilan Provinsi Bangka Belitung
1447;Pegawai 436;English;11/10/2019;BPK Perwakilan Provinsi Sulawesi Barat
1448;Pegawai 1382;English;10/02/2021;BPK Perwakilan Provinsi Sumatera Utara
1449;Pegawai 1072;Jepang;31/10/2021;BPK Perwakilan Provinsi Nusa Tenggara Barat
1450;Pegawai 481;China/Mandarin;04/10/2022;BPK Perwakilan Provinsi Kalimantan Utara
1451;Pegawai 1275;Jepang;03/03/2020;BPK Perwakilan Provinsi Kalimantan Timur
1452;Pegawai 102;Arab;09/06/2020;BPK Perwakilan Provinsi Sulawesi Utara
1453;Pegawai 1890;Perancis;31/01/2021;BPK Perwakilan Provinsi Kalimantan Timur
1454;Pegawai 877;Jepang;16/04/2021;BPK Perwakilan Provinsi Aceh
1455;Pegawai 1515;Arab;01/09/2022;BPK Perwakilan Provinsi DKI Jakarta
1456;Pegawai 679;Arab;20/09/2022;BPK Perwakilan Provinsi Sumatera Selatan
1457;Pegawai 1089;Perancis;22/05/2022;BPK Perwakilan Provinsi Jawa Timur
1458;Pegawai 1052;Jepang;16/09/2019;BPK Perwakilan Provinsi DKI Jakarta
1459;Pegawai 1776;Jerman;19/01/2021;BPK Perwakilan Provinsi Bangka Belitung
1460;Pegawai 1129;Jerman;10/09/2019;BPK Perwakilan Provinsi Sumatera Selatan
1461;Pegawai 1580;Jerman;27/07/2021;BPK Perwakilan Provinsi Jambi
1462;Pegawai 328;Jepang;13/04/2022;BPK Perwakilan Provinsi Kalimantan Tengah
1463;Pegawai 1754;Jerman;09/08/2021;BPK Perwakilan Provinsi Sulawesi Utara
1464;Pegawai 1856;Jerman;24/11/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1465;Pegawai 63;China/Mandarin;03/01/2022;BPK Perwakilan Provinsi Kalimantan Utara
1466;Pegawai 1265;China/Mandarin;01/05/2021;BPK Perwakilan Provinsi Bali
1467;Pegawai 888;Jepang;18/07/2022;BPK Perwakilan Provinsi Jawa Timur
1468;Pegawai 520;English;25/04/2021;BPK Perwakilan Provinsi Maluku Utara
1469;Pegawai 494;Perancis;11/08/2020;BPK Perwakilan Provinsi Kalimantan Utara
1470;Pegawai 1513;Jepang;09/01/2021;BPK Perwakilan Provinsi Jawa Tengah
1471;Pegawai 1871;Jerman;23/06/2020;BPK Perwakilan Provinsi Sulawesi Tenggara
1472;Pegawai 1376;Arab;10/08/2022;BPK Perwakilan Provinsi Bangka Belitung
1473;Pegawai 1488;Perancis;12/10/2022;BPK Perwakilan Provinsi Maluku
1474;Pegawai 1181;Arab;30/09/2019;BPK Perwakilan Provinsi DI Yogyakarta
1475;Pegawai 383;Jepang;30/10/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
1476;Pegawai 1448;Jerman;18/07/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1477;Pegawai 1342;Perancis;27/02/2020;BPK Perwakilan Provinsi Kepulauan Riau
1478;Pegawai 1247;Arab;05/12/2020;BPK Perwakilan Provinsi Kepulauan Riau
1479;Pegawai 1837;Jerman;07/04/2020;BPK Perwakilan Provinsi Bali
1480;Pegawai 883;Arab;11/06/2020;BPK Perwakilan Provinsi DKI Jakarta
1481;Pegawai 228;Jepang;22/03/2022;BPK Perwakilan Provinsi Aceh
1482;Pegawai 416;Arab;04/12/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1483;Pegawai 137;English;13/04/2019;BPK Perwakilan Provinsi Papua
1484;Pegawai 1264;English;25/07/2019;BPK Perwakilan Provinsi Bengkulu
1485;Pegawai 270;Perancis;05/05/2022;BPK Perwakilan Provinsi Maluku
1486;Pegawai 1712;English;10/02/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1487;Pegawai 962;Jerman;23/05/2019;BPK Perwakilan Provinsi Maluku
1488;Pegawai 1968;Perancis;22/07/2020;BPK Perwakilan Provinsi Sumatera Utara
1489;Pegawai 905;China/Mandarin;18/04/2020;BPK Perwakilan Provinsi Bengkulu
1490;Pegawai 275;Jepang;01/02/2019;BPK Perwakilan Provinsi Lampung
1491;Pegawai 1280;Arab;05/09/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1492;Pegawai 1545;China/Mandarin;22/11/2022;BPK Perwakilan Provinsi Jawa Tengah
1493;Pegawai 1674;China/Mandarin;25/02/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1494;Pegawai 1947;China/Mandarin;29/12/2020;BPK Perwakilan Provinsi Kalimantan Utara
1495;Pegawai 365;Jepang;23/11/2022;BPK Perwakilan Provinsi Bangka Belitung
1496;Pegawai 89;Jerman;07/03/2019;BPK Perwakilan Provinsi Papua
1497;Pegawai 905;Jepang;02/02/2020;BPK Perwakilan Provinsi Bengkulu
1498;Pegawai 481;Jerman;20/06/2021;BPK Perwakilan Provinsi Kalimantan Utara
1499;Pegawai 147;Perancis;16/08/2021;BPK Perwakilan Provinsi Banten
1500;Pegawai 1432;Jepang;16/05/2019;BPK Perwakilan Provinsi Sulawesi Selatan
1501;Pegawai 79;Jerman;02/03/2019;BPK Perwakilan Provinsi DI Yogyakarta
1502;Pegawai 156;Perancis;11/12/2021;BPK Perwakilan Provinsi Jambi
1503;Pegawai 832;Perancis;13/04/2020;BPK Perwakilan Provinsi Jambi
1504;Pegawai 1867;Jepang;09/03/2019;BPK Perwakilan Provinsi Gorontalo
1505;Pegawai 1370;Perancis;06/06/2022;BPK Perwakilan Provinsi Banten
1506;Pegawai 1530;China/Mandarin;15/03/2022;BPK Perwakilan Provinsi Banten
1507;Pegawai 660;Jepang;08/02/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1508;Pegawai 186;Jepang;30/01/2020;BPK Perwakilan Provinsi Jawa Tengah
1509;Pegawai 1972;China/Mandarin;20/06/2022;BPK Perwakilan Provinsi Jawa Tengah
1510;Pegawai 1813;English;25/02/2019;BPK Perwakilan Provinsi Lampung
1511;Pegawai 1250;English;07/08/2022;BPK Perwakilan Provinsi Bali
1512;Pegawai 100;Jepang;25/11/2021;BPK Perwakilan Provinsi Aceh
1513;Pegawai 873;Jerman;04/02/2020;BPK Perwakilan Provinsi Kalimantan Timur
1514;Pegawai 1659;China/Mandarin;03/05/2021;BPK Perwakilan Provinsi Jawa Timur
1515;Pegawai 1378;China/Mandarin;28/07/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1516;Pegawai 617;Arab;18/04/2022;BPK Perwakilan Provinsi DKI Jakarta
1517;Pegawai 1922;Perancis;03/02/2022;BPK Perwakilan Provinsi Sulawesi Utara
1518;Pegawai 789;China/Mandarin;16/06/2021;BPK Perwakilan Provinsi Kalimantan Selatan
1519;Pegawai 580;Jepang;15/02/2019;BPK Perwakilan Provinsi Jambi
1520;Pegawai 1320;Jepang;24/03/2022;BPK Perwakilan Provinsi Sumatera Barat
1521;Pegawai 33;Jepang;18/02/2019;BPK Perwakilan Provinsi DI Yogyakarta
1522;Pegawai 967;Jepang;19/07/2019;BPK Perwakilan Provinsi Banten
1523;Pegawai 8;Arab;21/08/2021;BPK Perwakilan Provinsi Jawa Tengah
1524;Pegawai 1236;Perancis;19/03/2020;BPK Perwakilan Provinsi Jawa Barat
1525;Pegawai 1892;English;17/02/2020;BPK Perwakilan Provinsi Kalimantan Utara
1526;Pegawai 724;Perancis;10/05/2022;BPK Perwakilan Provinsi Sumatera Selatan
1527;Pegawai 1789;Jepang;04/02/2021;BPK Perwakilan Provinsi DKI Jakarta
1528;Pegawai 1829;Jerman;18/10/2021;BPK Perwakilan Provinsi Gorontalo
1529;Pegawai 1978;English;25/01/2020;BPK Perwakilan Provinsi Riau
1530;Pegawai 83;English;07/02/2022;BPK Perwakilan Provinsi Sulawesi Barat
1531;Pegawai 51;Jepang;14/12/2019;BPK Perwakilan Provinsi Papua Barat
1532;Pegawai 985;Jepang;24/05/2019;BPK Perwakilan Provinsi Bali
1533;Pegawai 302;English;06/03/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1534;Pegawai 1986;Jerman;03/10/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1535;Pegawai 1705;Arab;30/03/2022;BPK Perwakilan Provinsi Kalimantan Barat
1536;Pegawai 1913;Perancis;18/02/2022;BPK Perwakilan Provinsi Sulawesi Barat
1537;Pegawai 385;Jepang;21/12/2019;BPK Perwakilan Provinsi Riau
1538;Pegawai 754;Arab;26/03/2021;BPK Perwakilan Provinsi Aceh
1539;Pegawai 1840;Arab;03/06/2020;BPK Perwakilan Provinsi Kepulauan Riau
1540;Pegawai 369;Perancis;13/08/2021;BPK Perwakilan Provinsi Papua Barat
1541;Pegawai 1931;Jerman;13/11/2020;BPK Perwakilan Provinsi Gorontalo
1542;Pegawai 1120;English;25/08/2021;BPK Perwakilan Provinsi Maluku Utara
1543;Pegawai 387;Arab;29/12/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1544;Pegawai 616;Perancis;29/03/2020;BPK Perwakilan Provinsi Riau
1545;Pegawai 1066;China/Mandarin;27/04/2022;BPK Perwakilan Provinsi Maluku
1546;Pegawai 1481;China/Mandarin;03/01/2020;BPK Perwakilan Provinsi Sulawesi Selatan
1547;Pegawai 917;China/Mandarin;27/07/2022;BPK Perwakilan Provinsi Sumatera Selatan
1548;Pegawai 1779;Jerman;20/02/2019;BPK Perwakilan Provinsi Sumatera Utara
1549;Pegawai 1532;China/Mandarin;03/09/2020;BPK Perwakilan Provinsi Sumatera Barat
1550;Pegawai 1533;Perancis;22/08/2022;BPK Perwakilan Provinsi Jawa Barat
1551;Pegawai 893;Jepang;30/05/2021;BPK Perwakilan Provinsi Jawa Timur
1552;Pegawai 723;Arab;08/09/2022;BPK Perwakilan Provinsi Banten
1553;Pegawai 407;Jerman;16/01/2020;BPK Perwakilan Provinsi Sumatera Utara
1554;Pegawai 815;Jepang;18/04/2022;BPK Perwakilan Provinsi Papua
1555;Pegawai 1864;Jepang;14/05/2019;BPK Perwakilan Provinsi DI Yogyakarta
1556;Pegawai 1888;Jepang;11/02/2019;BPK Perwakilan Provinsi Kepulauan Riau
1557;Pegawai 753;China/Mandarin;25/10/2021;BPK Perwakilan Provinsi Kalimantan Barat
1558;Pegawai 502;China/Mandarin;24/08/2019;BPK Perwakilan Provinsi Aceh
1559;Pegawai 1709;Jerman;03/12/2020;BPK Perwakilan Provinsi Maluku Utara
1560;Pegawai 694;English;22/06/2019;BPK Perwakilan Provinsi Jambi
1561;Pegawai 321;China/Mandarin;07/04/2020;BPK Perwakilan Provinsi Papua
1562;Pegawai 916;Arab;29/04/2020;BPK Perwakilan Provinsi Maluku
1563;Pegawai 135;Perancis;08/10/2021;BPK Perwakilan Provinsi Jawa Tengah
1564;Pegawai 1611;English;24/05/2020;BPK Perwakilan Provinsi Bengkulu
1565;Pegawai 1217;Arab;22/05/2021;BPK Perwakilan Provinsi Papua Barat
1566;Pegawai 888;China/Mandarin;20/10/2021;BPK Perwakilan Provinsi Jawa Timur
1567;Pegawai 1742;English;23/02/2020;BPK Perwakilan Provinsi Sulawesi Selatan
1568;Pegawai 1216;Jepang;18/04/2020;BPK Perwakilan Provinsi Sulawesi Tenggara
1569;Pegawai 295;Jerman;22/11/2021;BPK Perwakilan Provinsi Kalimantan Tengah
1570;Pegawai 1645;Perancis;01/09/2021;BPK Perwakilan Provinsi Kalimantan Utara
1571;Pegawai 664;Arab;19/09/2022;BPK Perwakilan Provinsi Gorontalo
1572;Pegawai 291;English;14/07/2019;BPK Perwakilan Provinsi Kalimantan Timur
1573;Pegawai 720;Jerman;06/10/2019;BPK Perwakilan Provinsi Bali
1574;Pegawai 1535;Jepang;26/03/2022;BPK Perwakilan Provinsi Sulawesi Barat
1575;Pegawai 1660;Jepang;08/12/2022;BPK Perwakilan Provinsi Papua
1576;Pegawai 1512;English;10/06/2020;BPK Perwakilan Provinsi DI Yogyakarta
1577;Pegawai 598;Perancis;08/09/2019;BPK Perwakilan Provinsi Maluku
1578;Pegawai 592;Arab;10/05/2022;BPK Perwakilan Provinsi Kalimantan Barat
1579;Pegawai 1446;China/Mandarin;16/01/2020;BPK Perwakilan Provinsi Aceh
1580;Pegawai 755;Jerman;11/06/2019;BPK Perwakilan Provinsi Jawa Barat
1581;Pegawai 691;Perancis;17/06/2020;BPK Perwakilan Provinsi Sulawesi Barat
1582;Pegawai 1704;English;01/12/2022;BPK Perwakilan Provinsi Sulawesi Barat
1583;Pegawai 660;Arab;20/11/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1584;Pegawai 1153;Perancis;11/05/2020;BPK Perwakilan Provinsi Bali
1585;Pegawai 245;Arab;30/01/2022;BPK Perwakilan Provinsi Kalimantan Timur
1586;Pegawai 139;Perancis;18/05/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
1587;Pegawai 316;Jepang;20/01/2021;BPK Perwakilan Provinsi Kalimantan Timur
1588;Pegawai 1779;Jerman;16/09/2022;BPK Perwakilan Provinsi Sumatera Utara
1589;Pegawai 1456;English;26/02/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1590;Pegawai 869;Arab;22/12/2020;BPK Perwakilan Provinsi Papua Barat
1591;Pegawai 1941;Jerman;21/11/2019;BPK Perwakilan Provinsi Bangka Belitung
1592;Pegawai 1191;Jerman;23/12/2019;BPK Perwakilan Provinsi Bali
1593;Pegawai 1723;China/Mandarin;07/12/2022;BPK Perwakilan Provinsi Banten
1594;Pegawai 1416;Jerman;03/09/2019;BPK Perwakilan Provinsi Sulawesi Selatan
1595;Pegawai 1923;Perancis;19/12/2022;BPK Perwakilan Provinsi Papua Barat
1596;Pegawai 1647;Jerman;19/11/2021;BPK Perwakilan Provinsi Papua Barat
1597;Pegawai 1594;China/Mandarin;17/02/2020;BPK Perwakilan Provinsi Papua Barat
1598;Pegawai 1440;Perancis;03/04/2021;BPK Perwakilan Provinsi DI Yogyakarta
1599;Pegawai 1336;China/Mandarin;05/12/2020;BPK Perwakilan Provinsi DKI Jakarta
1600;Pegawai 1316;English;25/10/2020;BPK Perwakilan Provinsi Banten
1601;Pegawai 1488;Jerman;16/09/2022;BPK Perwakilan Provinsi Maluku
1602;Pegawai 1895;English;13/10/2019;BPK Perwakilan Provinsi Kepulauan Riau
1603;Pegawai 1498;Arab;16/09/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1604;Pegawai 1246;Perancis;04/05/2020;BPK Perwakilan Provinsi Jambi
1605;Pegawai 1504;Perancis;14/11/2020;BPK Perwakilan Provinsi Aceh
1606;Pegawai 1875;Jerman;03/07/2021;BPK Perwakilan Provinsi Jambi
1607;Pegawai 1718;China/Mandarin;19/03/2021;BPK Perwakilan Provinsi Jawa Barat
1608;Pegawai 1483;China/Mandarin;12/02/2019;BPK Perwakilan Provinsi Kepulauan Riau
1609;Pegawai 407;Arab;02/05/2020;BPK Perwakilan Provinsi Sumatera Utara
1610;Pegawai 1981;Jerman;01/06/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1611;Pegawai 1440;English;22/04/2020;BPK Perwakilan Provinsi DI Yogyakarta
1612;Pegawai 1993;Perancis;27/07/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1613;Pegawai 145;English;05/04/2021;BPK Perwakilan Provinsi Jawa Barat
1614;Pegawai 1829;Jerman;20/02/2022;BPK Perwakilan Provinsi Gorontalo
1615;Pegawai 501;English;05/01/2021;BPK Perwakilan Provinsi Kalimantan Utara
1616;Pegawai 136;Jepang;02/07/2019;BPK Perwakilan Provinsi Sumatera Barat
1617;Pegawai 54;English;26/10/2019;BPK Perwakilan Provinsi DKI Jakarta
1618;Pegawai 99;Perancis;01/11/2021;BPK Perwakilan Provinsi Kalimantan Selatan
1619;Pegawai 1833;English;16/11/2022;BPK Perwakilan Provinsi Bengkulu
1620;Pegawai 1134;Jepang;03/03/2019;BPK Perwakilan Provinsi Kalimantan Timur
1621;Pegawai 899;Jepang;30/08/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1622;Pegawai 663;English;20/09/2020;BPK Perwakilan Provinsi Jawa Tengah
1623;Pegawai 2;Jepang;24/04/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1624;Pegawai 405;English;03/06/2022;BPK Perwakilan Provinsi Nusa Tenggara Barat
1625;Pegawai 971;Jepang;05/10/2020;BPK Perwakilan Provinsi Papua Barat
1626;Pegawai 1816;Arab;09/02/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1627;Pegawai 427;Jepang;04/02/2021;BPK Perwakilan Provinsi Lampung
1628;Pegawai 1606;Perancis;12/10/2021;BPK Perwakilan Provinsi DI Yogyakarta
