tpa_id;pegawai_nama;tpa_nilai;tpa_tahun
;Pegawai 1041;448;31/12/2022
;Pegawai 1042;446;31/12/2022
;Pegawai 1043;404;31/12/2022
;Pegawai 1044;744;31/12/2022
;Pegawai 1045;511;31/12/2022
;Pegawai 1046;708;31/12/2022
;Pegawai 1047;788;31/12/2022
;Pegawai 1048;535;31/12/2022
;Pegawai 1049;788;31/12/2022
;Pegawai 1050;607;31/12/2022
;Pegawai 1051;520;31/12/2022
;Pegawai 1052;446;31/12/2022
;Pegawai 1053;584;31/12/2022
;Pegawai 1054;401;31/12/2022
;Pegawai 1055;612;31/12/2022
;Pegawai 1056;419;31/12/2022
;Pegawai 1057;741;31/12/2022
;Pegawai 1058;587;31/12/2022
;Pegawai 1059;725;31/12/2022
;Pegawai 1060;694;31/12/2022
;Pegawai 1061;487;31/12/2022
;Pegawai 1062;540;31/12/2022
;Pegawai 1063;682;31/12/2022
;Pegawai 1064;755;31/12/2022
;Pegawai 1065;506;31/12/2022
;Pegawai 1066;450;31/12/2022
;Pegawai 1067;676;31/12/2022
;Pegawai 1068;437;31/12/2022
;Pegawai 1069;494;31/12/2022
;Pegawai 1070;671;31/12/2022
;Pegawai 1071;755;31/12/2022
;Pegawai 1072;532;31/12/2022
;Pegawai 1073;586;31/12/2022
;Pegawai 1074;792;31/12/2022
;Pegawai 1075;795;31/12/2022
;Pegawai 1076;751;31/12/2022
;Pegawai 1077;453;31/12/2022
;Pegawai 1078;623;31/12/2022
;Pegawai 1079;633;31/12/2022
;Pegawai 1080;776;31/12/2022
;Pegawai 1081;797;31/12/2022
;Pegawai 1082;505;31/12/2022
;Pegawai 1083;488;31/12/2022
;Pegawai 1084;554;31/12/2022
;Pegawai 1085;534;31/12/2022
;Pegawai 1086;455;31/12/2022
;Pegawai 1087;609;31/12/2022
;Pegawai 1088;541;31/12/2022
;Pegawai 1089;541;31/12/2022
;Pegawai 1090;557;31/12/2022
;Pegawai 1091;556;31/12/2022
;Pegawai 1092;595;31/12/2022
;Pegawai 1093;646;31/12/2022
;Pegawai 1094;781;31/12/2022
;Pegawai 1095;692;31/12/2022
;Pegawai 1096;773;31/12/2022
;Pegawai 1097;697;31/12/2022
;Pegawai 1098;418;31/12/2022
;Pegawai 1099;758;31/12/2022
;Pegawai 1100;695;31/12/2022
;Pegawai 1101;707;31/12/2022
;Pegawai 1102;423;31/12/2022
;Pegawai 1103;581;31/12/2022
;Pegawai 1104;661;31/12/2022
;Pegawai 1105;703;31/12/2022
;Pegawai 1106;528;31/12/2022
;Pegawai 1107;533;31/12/2022
;Pegawai 1108;626;31/12/2022
;Pegawai 1109;537;31/12/2022
;Pegawai 1110;662;31/12/2022
;Pegawai 1111;795;31/12/2022
;Pegawai 1112;800;31/12/2022
;Pegawai 1113;732;31/12/2022
;Pegawai 1114;618;31/12/2022
;Pegawai 1115;668;31/12/2022
;Pegawai 1116;430;31/12/2022
;Pegawai 1117;508;31/12/2022
;Pegawai 1118;705;31/12/2022
;Pegawai 1119;598;31/12/2022
;Pegawai 1120;439;31/12/2022
;Pegawai 1121;695;31/12/2022
;Pegawai 1122;789;31/12/2022
;Pegawai 1123;539;31/12/2022
;Pegawai 1124;591;31/12/2022
;Pegawai 1125;769;31/12/2022
;Pegawai 1126;781;31/12/2022
;Pegawai 1127;474;31/12/2022
;Pegawai 1128;605;31/12/2022
;Pegawai 1129;578;31/12/2022
;Pegawai 1130;497;31/12/2022
;Pegawai 1131;777;31/12/2022
;Pegawai 1132;557;31/12/2022
;Pegawai 1133;558;31/12/2022
;Pegawai 1134;440;31/12/2022
;Pegawai 1135;548;31/12/2022
;Pegawai 1136;655;31/12/2022
;Pegawai 1137;708;31/12/2022
;Pegawai 1138;558;31/12/2022
;Pegawai 1139;543;31/12/2022
;Pegawai 1140;552;31/12/2022
;Pegawai 1141;508;31/12/2022
;Pegawai 1142;693;31/12/2022
;Pegawai 1143;534;31/12/2022
;Pegawai 1144;470;31/12/2022
;Pegawai 1145;509;31/12/2022
;Pegawai 1146;714;31/12/2022
;Pegawai 1147;717;31/12/2022
;Pegawai 1148;573;31/12/2022
;Pegawai 1149;426;31/12/2022
;Pegawai 1150;787;31/12/2022
;Pegawai 1151;666;31/12/2022
;Pegawai 1152;639;31/12/2022
;Pegawai 1153;610;31/12/2022
;Pegawai 1154;562;31/12/2022
;Pegawai 1155;668;31/12/2022
;Pegawai 1156;612;31/12/2022
;Pegawai 1157;431;31/12/2022
;Pegawai 1158;777;31/12/2022
;Pegawai 1159;659;31/12/2022
;Pegawai 1160;640;31/12/2022
;Pegawai 1161;429;31/12/2022
;Pegawai 1162;432;31/12/2022
;Pegawai 1163;758;31/12/2022
;Pegawai 1164;551;31/12/2022
;Pegawai 1165;715;31/12/2022
;Pegawai 1166;762;31/12/2022
;Pegawai 1167;617;31/12/2022
;Pegawai 1168;593;31/12/2022
;Pegawai 1169;610;31/12/2022
;Pegawai 1170;425;31/12/2022
;Pegawai 1171;593;31/12/2022
;Pegawai 1172;760;31/12/2022
;Pegawai 1173;478;31/12/2022
;Pegawai 1174;676;31/12/2022
;Pegawai 1175;600;31/12/2022
;Pegawai 1176;475;31/12/2022
;Pegawai 1177;674;31/12/2022
;Pegawai 1178;502;31/12/2022
;Pegawai 1179;449;31/12/2022
;Pegawai 1180;718;31/12/2022
;Pegawai 1181;633;31/12/2022
;Pegawai 1182;762;31/12/2022
;Pegawai 1183;713;31/12/2022
;Pegawai 1184;404;31/12/2022
;Pegawai 1185;762;31/12/2022
;Pegawai 1186;765;31/12/2022
;Pegawai 1187;499;31/12/2022
;Pegawai 1188;571;31/12/2022
;Pegawai 1189;530;31/12/2022
;Pegawai 1190;604;31/12/2022
;Pegawai 1191;574;31/12/2022
;Pegawai 1192;461;31/12/2022
;Pegawai 1193;596;31/12/2022
;Pegawai 1194;612;31/12/2022
;Pegawai 1195;569;31/12/2022
;Pegawai 1196;549;31/12/2022
;Pegawai 1197;615;31/12/2022
;Pegawai 1198;442;31/12/2022
;Pegawai 1199;442;31/12/2022
;Pegawai 1200;734;31/12/2022
;Pegawai 1201;774;31/12/2022
;Pegawai 1202;431;31/12/2022
;Pegawai 1203;461;31/12/2022
;Pegawai 1204;436;31/12/2022
;Pegawai 1205;427;31/12/2022
;Pegawai 1206;697;31/12/2022
;Pegawai 1207;651;31/12/2022
;Pegawai 1208;466;31/12/2022
;Pegawai 1209;416;31/12/2022
;Pegawai 1210;757;31/12/2022
;Pegawai 1211;459;31/12/2022
;Pegawai 1212;778;31/12/2022
;Pegawai 1213;691;31/12/2022
;Pegawai 1214;679;31/12/2022
;Pegawai 1215;693;31/12/2022
;Pegawai 1216;519;31/12/2022
;Pegawai 1217;791;31/12/2022
;Pegawai 1218;513;31/12/2022
;Pegawai 1219;579;31/12/2022
;Pegawai 1220;612;31/12/2022
;Pegawai 1221;411;31/12/2022
;Pegawai 1222;770;31/12/2022
;Pegawai 1223;699;31/12/2022
;Pegawai 1224;507;31/12/2022
;Pegawai 1225;520;31/12/2022
;Pegawai 1226;426;31/12/2022
;Pegawai 1227;570;31/12/2022
;Pegawai 1228;614;31/12/2022
;Pegawai 1229;758;31/12/2022
;Pegawai 1230;705;31/12/2022
;Pegawai 1231;654;31/12/2022
;Pegawai 1232;767;31/12/2022
;Pegawai 1233;591;31/12/2022
;Pegawai 1234;640;31/12/2022
;Pegawai 1235;528;31/12/2022
;Pegawai 1236;684;31/12/2022
;Pegawai 1237;421;31/12/2022
;Pegawai 1238;539;31/12/2022
;Pegawai 1239;629;31/12/2022
;Pegawai 1240;540;31/12/2022
;Pegawai 1241;778;31/12/2022
;Pegawai 1242;412;31/12/2022
;Pegawai 1243;635;31/12/2022
;Pegawai 1244;681;31/12/2022
;Pegawai 1245;603;31/12/2022
;Pegawai 1246;673;31/12/2022
;Pegawai 1247;619;31/12/2022
;Pegawai 1248;790;31/12/2022
;Pegawai 1249;442;31/12/2022
;Pegawai 1250;588;31/12/2022
;Pegawai 1251;715;31/12/2022
;Pegawai 1252;579;31/12/2022
;Pegawai 1253;710;31/12/2022
;Pegawai 1254;403;31/12/2022
;Pegawai 1255;671;31/12/2022
;Pegawai 1256;581;31/12/2022
;Pegawai 1257;702;31/12/2022
;Pegawai 1258;634;31/12/2022
;Pegawai 1259;592;31/12/2022
;Pegawai 1260;733;31/12/2022
;Pegawai 1261;793;31/12/2022
;Pegawai 1262;449;31/12/2022
;Pegawai 1263;597;31/12/2022
;Pegawai 1264;626;31/12/2022
;Pegawai 1265;750;31/12/2022
;Pegawai 1266;629;31/12/2022
;Pegawai 1267;445;31/12/2022
;Pegawai 1268;520;31/12/2022
;Pegawai 1269;415;31/12/2022
;Pegawai 1270;400;31/12/2022
;Pegawai 1271;578;31/12/2022
;Pegawai 1272;460;31/12/2022
;Pegawai 1273;753;31/12/2022
;Pegawai 1274;788;31/12/2022
;Pegawai 1275;402;31/12/2022
;Pegawai 1276;565;31/12/2022
;Pegawai 1277;557;31/12/2022
;Pegawai 1278;515;31/12/2022
;Pegawai 1279;402;31/12/2022
;Pegawai 1280;543;31/12/2022
;Pegawai 1281;757;31/12/2022
;Pegawai 1282;794;31/12/2022
;Pegawai 1283;592;31/12/2022
;Pegawai 1284;759;31/12/2022
;Pegawai 1285;496;31/12/2022
;Pegawai 1286;547;31/12/2022
;Pegawai 1287;475;31/12/2022
;Pegawai 1288;778;31/12/2022
;Pegawai 1289;600;31/12/2022
;Pegawai 1290;637;31/12/2022
;Pegawai 1291;514;31/12/2022
;Pegawai 1292;698;31/12/2022
;Pegawai 1293;510;31/12/2022
;Pegawai 1294;605;31/12/2022
;Pegawai 1295;401;31/12/2022
;Pegawai 1296;624;31/12/2022
;Pegawai 1297;617;31/12/2022
;Pegawai 1298;733;31/12/2022
;Pegawai 1299;758;31/12/2022
;Pegawai 1300;691;31/12/2022
;Pegawai 1301;712;31/12/2022
;Pegawai 1302;584;31/12/2022
;Pegawai 1303;746;31/12/2022
;Pegawai 1304;542;31/12/2022
;Pegawai 1305;430;31/12/2022
;Pegawai 1306;513;31/12/2022
;Pegawai 1307;418;31/12/2022
;Pegawai 1308;409;31/12/2022
;Pegawai 1309;534;31/12/2022
;Pegawai 1310;530;31/12/2022
;Pegawai 1311;429;31/12/2022
;Pegawai 1312;534;31/12/2022
;Pegawai 1313;478;31/12/2022
;Pegawai 1314;772;31/12/2022
;Pegawai 1315;581;31/12/2022
;Pegawai 1316;650;31/12/2022
;Pegawai 1317;467;31/12/2022
;Pegawai 1318;682;31/12/2022
;Pegawai 1319;630;31/12/2022
;Pegawai 1320;744;31/12/2022
;Pegawai 1321;656;31/12/2022
;Pegawai 1322;670;31/12/2022
;Pegawai 1323;573;31/12/2022
;Pegawai 1324;751;31/12/2022
;Pegawai 1325;644;31/12/2022
;Pegawai 1326;733;31/12/2022
;Pegawai 1327;596;31/12/2022
;Pegawai 1328;732;31/12/2022
;Pegawai 1329;753;31/12/2022
;Pegawai 1330;471;31/12/2022
;Pegawai 1331;774;31/12/2022
;Pegawai 1332;551;31/12/2022
;Pegawai 1333;753;31/12/2022
;Pegawai 1334;784;31/12/2022
;Pegawai 1335;619;31/12/2022
;Pegawai 1336;704;31/12/2022
;Pegawai 1337;444;31/12/2022
;Pegawai 1338;795;31/12/2022
;Pegawai 1339;578;31/12/2022
;Pegawai 1340;651;31/12/2022
;Pegawai 1341;521;31/12/2022
;Pegawai 1342;741;31/12/2022
;Pegawai 1343;634;31/12/2022
;Pegawai 1344;660;31/12/2022
;Pegawai 1345;777;31/12/2022
;Pegawai 1346;512;31/12/2022
;Pegawai 1347;587;31/12/2022
;Pegawai 1348;531;31/12/2022
;Pegawai 1349;635;31/12/2022
;Pegawai 1350;565;31/12/2022
;Pegawai 1351;498;31/12/2022
;Pegawai 1352;511;31/12/2022
;Pegawai 1353;724;31/12/2022
;Pegawai 1354;403;31/12/2022
;Pegawai 1355;560;31/12/2022
;Pegawai 1356;629;31/12/2022
;Pegawai 1357;536;31/12/2022
;Pegawai 1358;438;31/12/2022
;Pegawai 1359;463;31/12/2022
;Pegawai 1360;543;31/12/2022
;Pegawai 1361;741;31/12/2022
;Pegawai 1362;674;31/12/2022
;Pegawai 1363;403;31/12/2022
;Pegawai 1364;565;31/12/2022
;Pegawai 1365;768;31/12/2022
;Pegawai 1366;429;31/12/2022
;Pegawai 1367;401;31/12/2022
;Pegawai 1368;570;31/12/2022
;Pegawai 1369;575;31/12/2022
;Pegawai 1370;426;31/12/2022
;Pegawai 1371;752;31/12/2022
;Pegawai 1372;636;31/12/2022
;Pegawai 1373;421;31/12/2022
;Pegawai 1374;665;31/12/2022
;Pegawai 1375;638;31/12/2022
;Pegawai 1376;764;31/12/2022
;Pegawai 1377;552;31/12/2022
;Pegawai 1378;800;31/12/2022
;Pegawai 1379;490;31/12/2022
;Pegawai 1380;550;31/12/2022
;Pegawai 1381;633;31/12/2022
;Pegawai 1382;405;31/12/2022
;Pegawai 1383;751;31/12/2022
;Pegawai 1384;604;31/12/2022
;Pegawai 1385;684;31/12/2022
;Pegawai 1386;471;31/12/2022
;Pegawai 1387;577;31/12/2022
;Pegawai 1388;521;31/12/2022
;Pegawai 1389;468;31/12/2022
;Pegawai 1390;555;31/12/2022
;Pegawai 1391;676;31/12/2022
;Pegawai 1392;655;31/12/2022
;Pegawai 1393;793;31/12/2022
;Pegawai 1394;651;31/12/2022
;Pegawai 1395;493;31/12/2022
;Pegawai 1396;500;31/12/2022
;Pegawai 1397;727;31/12/2022
;Pegawai 1398;650;31/12/2022
;Pegawai 1399;653;31/12/2022
;Pegawai 1400;776;31/12/2022
;Pegawai 1401;606;31/12/2022
;Pegawai 1402;546;31/12/2022
;Pegawai 1403;754;31/12/2022
;Pegawai 1404;435;31/12/2022
;Pegawai 1405;436;31/12/2022
;Pegawai 1406;521;31/12/2022
;Pegawai 1407;544;31/12/2022
;Pegawai 1408;767;31/12/2022
;Pegawai 1409;540;31/12/2022
;Pegawai 1410;540;31/12/2022
;Pegawai 1411;669;31/12/2022
;Pegawai 1412;551;31/12/2022
;Pegawai 1413;490;31/12/2022
;Pegawai 1414;698;31/12/2022
;Pegawai 1415;533;31/12/2022
;Pegawai 1416;689;31/12/2022
;Pegawai 1417;620;31/12/2022
;Pegawai 1418;721;31/12/2022
;Pegawai 1419;651;31/12/2022
;Pegawai 1420;543;31/12/2022
;Pegawai 1421;656;31/12/2022
;Pegawai 1422;633;31/12/2022
;Pegawai 1423;795;31/12/2022
;Pegawai 1424;616;31/12/2022
;Pegawai 1425;573;31/12/2022
;Pegawai 1426;595;31/12/2022
;Pegawai 1427;449;31/12/2022
;Pegawai 1428;642;31/12/2022
;Pegawai 1429;544;31/12/2022
;Pegawai 1430;708;31/12/2022
;Pegawai 1431;467;31/12/2022
;Pegawai 1432;679;31/12/2022
;Pegawai 1433;589;31/12/2022
;Pegawai 1434;671;31/12/2022
;Pegawai 1435;405;31/12/2022
;Pegawai 1436;467;31/12/2022
;Pegawai 1437;665;31/12/2022
;Pegawai 1438;773;31/12/2022
;Pegawai 1439;717;31/12/2022
;Pegawai 1440;456;31/12/2022
;Pegawai 1441;670;31/12/2022
;Pegawai 1442;675;31/12/2022
;Pegawai 1443;676;31/12/2022
;Pegawai 1444;636;31/12/2022
;Pegawai 1445;432;31/12/2022
;Pegawai 1446;654;31/12/2022
;Pegawai 1447;775;31/12/2022
;Pegawai 1448;614;31/12/2022
;Pegawai 1449;765;31/12/2022
;Pegawai 1450;620;31/12/2022
;Pegawai 1451;721;31/12/2022
;Pegawai 1452;606;31/12/2022
;Pegawai 1453;664;31/12/2022
;Pegawai 1454;781;31/12/2022
;Pegawai 1455;464;31/12/2022
;Pegawai 1456;489;31/12/2022
;Pegawai 1457;616;31/12/2022
;Pegawai 1458;680;31/12/2022
;Pegawai 1459;654;31/12/2022
;Pegawai 1460;612;31/12/2022
;Pegawai 1461;644;31/12/2022
;Pegawai 1462;788;31/12/2022
;Pegawai 1463;614;31/12/2022
;Pegawai 1464;682;31/12/2022
;Pegawai 1465;706;31/12/2022
;Pegawai 1466;568;31/12/2022
;Pegawai 1467;610;31/12/2022
;Pegawai 1468;652;31/12/2022
;Pegawai 1469;574;31/12/2022
;Pegawai 1470;666;31/12/2022
;Pegawai 1471;557;31/12/2022
;Pegawai 1472;642;31/12/2022
;Pegawai 1473;445;31/12/2022
;Pegawai 1474;724;31/12/2022
;Pegawai 1475;785;31/12/2022
;Pegawai 1476;677;31/12/2022
;Pegawai 1477;769;31/12/2022
;Pegawai 1478;676;31/12/2022
;Pegawai 1479;555;31/12/2022
;Pegawai 1480;729;31/12/2022
;Pegawai 1481;618;31/12/2022
;Pegawai 1482;421;31/12/2022
;Pegawai 1483;409;31/12/2022
;Pegawai 1484;438;31/12/2022
;Pegawai 1485;521;31/12/2022
;Pegawai 1486;789;31/12/2022
;Pegawai 1487;756;31/12/2022
;Pegawai 1488;523;31/12/2022
;Pegawai 1489;529;31/12/2022
;Pegawai 1490;704;31/12/2022
;Pegawai 1491;652;31/12/2022
;Pegawai 1492;406;31/12/2022
;Pegawai 1493;449;31/12/2022
;Pegawai 1494;494;31/12/2022
;Pegawai 1495;460;31/12/2022
;Pegawai 1496;760;31/12/2022
;Pegawai 1497;701;31/12/2022
;Pegawai 1498;538;31/12/2022
;Pegawai 1499;425;31/12/2022
;Pegawai 1500;750;31/12/2022
;Pegawai 1501;689;31/12/2022
;Pegawai 1502;657;31/12/2022
;Pegawai 1503;724;31/12/2022
;Pegawai 1504;630;31/12/2022
;Pegawai 1505;456;31/12/2022
;Pegawai 1506;748;31/12/2022
;Pegawai 1507;534;31/12/2022
;Pegawai 1508;708;31/12/2022
;Pegawai 1509;675;31/12/2022
;Pegawai 1510;426;31/12/2022
;Pegawai 1511;752;31/12/2022
;Pegawai 1512;733;31/12/2022
;Pegawai 1513;455;31/12/2022
;Pegawai 1514;766;31/12/2022
;Pegawai 1515;566;31/12/2022
;Pegawai 1516;473;31/12/2022
;Pegawai 1517;525;31/12/2022
;Pegawai 1518;785;31/12/2022
;Pegawai 1519;551;31/12/2022
;Pegawai 1520;503;31/12/2022
;Pegawai 1521;791;31/12/2022
;Pegawai 1522;544;31/12/2022
;Pegawai 1523;631;31/12/2022
;Pegawai 1524;605;31/12/2022
;Pegawai 1525;516;31/12/2022
;Pegawai 1526;559;31/12/2022
;Pegawai 1527;718;31/12/2022
;Pegawai 1528;741;31/12/2022
;Pegawai 1529;614;31/12/2022
;Pegawai 1530;405;31/12/2022
;Pegawai 1531;527;31/12/2022
;Pegawai 1532;591;31/12/2022
;Pegawai 1533;624;31/12/2022
;Pegawai 1534;512;31/12/2022
;Pegawai 1535;592;31/12/2022
;Pegawai 1536;480;31/12/2022
;Pegawai 1537;490;31/12/2022
;Pegawai 1538;558;31/12/2022
;Pegawai 1539;789;31/12/2022
;Pegawai 1540;660;31/12/2022
;Pegawai 1541;670;31/12/2022
;Pegawai 1542;465;31/12/2022
;Pegawai 1543;778;31/12/2022
;Pegawai 1544;773;31/12/2022
;Pegawai 1545;457;31/12/2022
;Pegawai 1546;586;31/12/2022
;Pegawai 1547;739;31/12/2022
;Pegawai 1548;578;31/12/2022
;Pegawai 1549;484;31/12/2022
;Pegawai 1550;608;31/12/2022
;Pegawai 1551;454;31/12/2022
;Pegawai 1552;520;31/12/2022
;Pegawai 1553;701;31/12/2022
;Pegawai 1554;419;31/12/2022
;Pegawai 1555;568;31/12/2022
;Pegawai 1556;763;31/12/2022
;Pegawai 1557;696;31/12/2022
;Pegawai 1558;421;31/12/2022
;Pegawai 1559;503;31/12/2022
;Pegawai 1560;615;31/12/2022
;Pegawai 1561;544;31/12/2022
;Pegawai 1562;712;31/12/2022
;Pegawai 1563;756;31/12/2022
;Pegawai 1564;426;31/12/2022
;Pegawai 1565;797;31/12/2022
;Pegawai 1566;650;31/12/2022
;Pegawai 1567;437;31/12/2022
;Pegawai 1568;709;31/12/2022
;Pegawai 1569;455;31/12/2022
;Pegawai 1570;722;31/12/2022
;Pegawai 1571;522;31/12/2022
;Pegawai 1572;753;31/12/2022
;Pegawai 1573;633;31/12/2022
;Pegawai 1574;795;31/12/2022
;Pegawai 1575;506;31/12/2022
;Pegawai 1576;743;31/12/2022
;Pegawai 1577;575;31/12/2022
;Pegawai 1578;625;31/12/2022
;Pegawai 1579;436;31/12/2022
;Pegawai 1580;447;31/12/2022
;Pegawai 1581;431;31/12/2022
;Pegawai 1582;590;31/12/2022
;Pegawai 1583;652;31/12/2022
;Pegawai 1584;686;31/12/2022
;Pegawai 1585;479;31/12/2022
;Pegawai 1586;740;31/12/2022
;Pegawai 1587;580;31/12/2022
;Pegawai 1588;529;31/12/2022
;Pegawai 1589;473;31/12/2022
;Pegawai 1590;680;31/12/2022
;Pegawai 1591;646;31/12/2022
;Pegawai 1592;644;31/12/2022
;Pegawai 1593;451;31/12/2022
;Pegawai 1594;501;31/12/2022
;Pegawai 1595;648;31/12/2022
;Pegawai 1596;486;31/12/2022
;Pegawai 1597;669;31/12/2022
;Pegawai 1598;441;31/12/2022
;Pegawai 1599;623;31/12/2022
;Pegawai 1600;663;31/12/2022
;Pegawai 1601;701;31/12/2022
;Pegawai 1602;656;31/12/2022
;Pegawai 1603;790;31/12/2022
;Pegawai 1604;652;31/12/2022
;Pegawai 1605;447;31/12/2022
;Pegawai 1606;765;31/12/2022
;Pegawai 1607;581;31/12/2022
;Pegawai 1608;685;31/12/2022
;Pegawai 1609;495;31/12/2022
;Pegawai 1610;678;31/12/2022
;Pegawai 1611;592;31/12/2022
;Pegawai 1612;544;31/12/2022
;Pegawai 1613;462;31/12/2022
;Pegawai 1614;548;31/12/2022
;Pegawai 1615;643;31/12/2022
;Pegawai 1616;506;31/12/2022
;Pegawai 1617;521;31/12/2022
;Pegawai 1618;525;31/12/2022
;Pegawai 1619;563;31/12/2022
;Pegawai 1620;783;31/12/2022
;Pegawai 1621;435;31/12/2022
;Pegawai 1622;407;31/12/2022
;Pegawai 1623;745;31/12/2022
;Pegawai 1624;426;31/12/2022
;Pegawai 1625;414;31/12/2022
;Pegawai 1626;776;31/12/2022
;Pegawai 1627;553;31/12/2022
;Pegawai 1628;543;31/12/2022
;Pegawai 1629;454;31/12/2022
;Pegawai 1630;650;31/12/2022
;Pegawai 1631;710;31/12/2022
;Pegawai 1632;515;31/12/2022
;Pegawai 1633;465;31/12/2022
;Pegawai 1634;721;31/12/2022
;Pegawai 1635;750;31/12/2022
;Pegawai 1636;575;31/12/2022
;Pegawai 1637;593;31/12/2022
;Pegawai 1638;677;31/12/2022
;Pegawai 1639;782;31/12/2022
;Pegawai 1640;600;31/12/2022
;Pegawai 1641;575;31/12/2022
;Pegawai 1642;453;31/12/2022
;Pegawai 1643;723;31/12/2022
;Pegawai 1644;665;31/12/2022
;Pegawai 1645;763;31/12/2022
;Pegawai 1646;795;31/12/2022
;Pegawai 1647;796;31/12/2022
;Pegawai 1648;454;31/12/2022
;Pegawai 1649;520;31/12/2022
;Pegawai 1650;656;31/12/2022
;Pegawai 1651;495;31/12/2022
;Pegawai 1652;744;31/12/2022
;Pegawai 1653;740;31/12/2022
;Pegawai 1654;791;31/12/2022
;Pegawai 1655;538;31/12/2022
;Pegawai 1656;602;31/12/2022
;Pegawai 1657;515;31/12/2022
;Pegawai 1658;507;31/12/2022
;Pegawai 1659;428;31/12/2022
;Pegawai 1660;754;31/12/2022
;Pegawai 1661;800;31/12/2022
;Pegawai 1662;671;31/12/2022
;Pegawai 1663;766;31/12/2022
;Pegawai 1664;554;31/12/2022
;Pegawai 1665;605;31/12/2022
;Pegawai 1666;697;31/12/2022
;Pegawai 1667;738;31/12/2022
;Pegawai 1668;507;31/12/2022
;Pegawai 1669;590;31/12/2022
;Pegawai 1670;423;31/12/2022
;Pegawai 1671;430;31/12/2022
;Pegawai 1672;570;31/12/2022
;Pegawai 1673;551;31/12/2022
;Pegawai 1674;406;31/12/2022
;Pegawai 1675;710;31/12/2022
;Pegawai 1676;777;31/12/2022
;Pegawai 1677;789;31/12/2022
;Pegawai 1678;791;31/12/2022
;Pegawai 1679;449;31/12/2022
;Pegawai 1680;450;31/12/2022
;Pegawai 1681;473;31/12/2022
;Pegawai 1682;794;31/12/2022
;Pegawai 1683;744;31/12/2022
;Pegawai 1684;536;31/12/2022
;Pegawai 1685;599;31/12/2022
;Pegawai 1686;637;31/12/2022
;Pegawai 1687;497;31/12/2022
;Pegawai 1688;421;31/12/2022
;Pegawai 1689;581;31/12/2022
;Pegawai 1690;721;31/12/2022
;Pegawai 1691;669;31/12/2022
;Pegawai 1692;614;31/12/2022
;Pegawai 1693;463;31/12/2022
;Pegawai 1694;608;31/12/2022
;Pegawai 1695;461;31/12/2022
;Pegawai 1696;727;31/12/2022
;Pegawai 1697;409;31/12/2022
;Pegawai 1698;709;31/12/2022
;Pegawai 1699;702;31/12/2022
;Pegawai 1700;424;31/12/2022
;Pegawai 1701;507;31/12/2022
;Pegawai 1702;761;31/12/2022
;Pegawai 1703;796;31/12/2022
;Pegawai 1704;721;31/12/2022
;Pegawai 1705;586;31/12/2022
;Pegawai 1706;466;31/12/2022
;Pegawai 1707;674;31/12/2022
;Pegawai 1708;588;31/12/2022
;Pegawai 1709;732;31/12/2022
;Pegawai 1710;536;31/12/2022
;Pegawai 1711;562;31/12/2022
;Pegawai 1712;668;31/12/2022
;Pegawai 1713;574;31/12/2022
;Pegawai 1714;636;31/12/2022
;Pegawai 1715;615;31/12/2022
;Pegawai 1716;510;31/12/2022
;Pegawai 1717;693;31/12/2022
;Pegawai 1718;476;31/12/2022
;Pegawai 1719;741;31/12/2022
;Pegawai 1720;459;31/12/2022
;Pegawai 1721;610;31/12/2022
;Pegawai 1722;462;31/12/2022
;Pegawai 1723;695;31/12/2022
;Pegawai 1724;571;31/12/2022
;Pegawai 1725;580;31/12/2022
;Pegawai 1726;498;31/12/2022
;Pegawai 1727;748;31/12/2022
;Pegawai 1728;487;31/12/2022
;Pegawai 1729;537;31/12/2022
;Pegawai 1730;549;31/12/2022
;Pegawai 1731;419;31/12/2022
;Pegawai 1732;489;31/12/2022
;Pegawai 1733;535;31/12/2022
;Pegawai 1734;555;31/12/2022
;Pegawai 1735;427;31/12/2022
;Pegawai 1736;657;31/12/2022
;Pegawai 1737;561;31/12/2022
;Pegawai 1738;727;31/12/2022
;Pegawai 1739;553;31/12/2022
;Pegawai 1740;604;31/12/2022
;Pegawai 1741;519;31/12/2022
;Pegawai 1742;418;31/12/2022
;Pegawai 1743;423;31/12/2022
;Pegawai 1744;585;31/12/2022
;Pegawai 1745;773;31/12/2022
;Pegawai 1746;761;31/12/2022
;Pegawai 1747;728;31/12/2022
;Pegawai 1748;583;31/12/2022
;Pegawai 1749;424;31/12/2022
;Pegawai 1750;489;31/12/2022
;Pegawai 1751;678;31/12/2022
;Pegawai 1752;619;31/12/2022
;Pegawai 1753;687;31/12/2022
;Pegawai 1754;445;31/12/2022
;Pegawai 1755;650;31/12/2022
;Pegawai 1756;771;31/12/2022
;Pegawai 1757;580;31/12/2022
;Pegawai 1758;705;31/12/2022
;Pegawai 1759;436;31/12/2022
;Pegawai 1760;666;31/12/2022
;Pegawai 1761;618;31/12/2022
;Pegawai 1762;445;31/12/2022
;Pegawai 1763;614;31/12/2022
;Pegawai 1764;607;31/12/2022
;Pegawai 1765;509;31/12/2022
;Pegawai 1766;613;31/12/2022
;Pegawai 1767;761;31/12/2022
;Pegawai 1768;659;31/12/2022
;Pegawai 1769;729;31/12/2022
;Pegawai 1770;611;31/12/2022
;Pegawai 1771;503;31/12/2022
;Pegawai 1772;718;31/12/2022
;Pegawai 1773;457;31/12/2022
;Pegawai 1774;508;31/12/2022
;Pegawai 1775;783;31/12/2022
