pegawai_id;pegawai_nama;pegawai_pendidikan;jabatan_nama;perwakilan;usia;tgl_masuk;tgl_keluar;;;
209;Pegawai 208;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bali;29;07/11/2019;-;;;
210;Pegawai 209;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Papua;42;20/10/2020;-;;;
211;Pegawai 210;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bangka Belitung;41;02/08/2019;-;;;
212;Pegawai 211;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bangka Belitung;52;09/06/2019;-;;;
213;Pegawai 212;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Timur;53;04/12/2021;-;;;
214;Pegawai 213;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Bali;55;17/06/2019;-;;;
215;Pegawai 214;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Barat;45;17/12/2019;-;;;
216;Pegawai 215;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Nusa Tenggara Barat;46;16/12/2020;-;;;
217;Pegawai 216;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kepulauan Riau;55;24/04/2022;-;;;
218;Pegawai 217;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Timur;54;09/04/2020;-;;;
219;Pegawai 218;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;48;24/03/2022;-;;;
220;Pegawai 219;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Barat;45;13/02/2019;-;;;
221;Pegawai 220;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Tengah;35;04/11/2021;-;;;
222;Pegawai 221;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Aceh;45;27/04/2019;-;;;
223;Pegawai 222;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Tengah;49;24/05/2020;-;;;
224;Pegawai 223;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Riau;35;18/09/2019;-;;;
225;Pegawai 224;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bali;55;09/07/2022;-;;;
226;Pegawai 225;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Nusa Tenggara Timur;26;30/07/2022;-;;;
227;Pegawai 226;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Selatan;33;04/01/2022;-;;;
228;Pegawai 227;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Kepulauan Riau;30;15/09/2019;-;;;
229;Pegawai 228;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Aceh;48;13/03/2019;-;;;
230;Pegawai 229;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Papua;41;09/07/2019;-;;;
231;Pegawai 230;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Aceh;55;10/10/2021;-;;;
232;Pegawai 231;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi DI Yogyakarta;26;21/03/2021;-;;;
233;Pegawai 232;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Selatan;54;22/11/2019;-;;;
234;Pegawai 233;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Selatan;28;29/03/2022;-;;;
235;Pegawai 234;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;25;19/05/2020;-;;;
236;Pegawai 235;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;37;19/04/2021;-;;;
237;Pegawai 236;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Barat;38;12/08/2019;-;;;
238;Pegawai 237;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Aceh;47;28/06/2021;-;;;
239;Pegawai 238;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Utara;43;12/08/2021;-;;;
240;Pegawai 239;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sumatera Selatan;54;23/11/2018;23/11/2022;;;
241;Pegawai 240;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Bengkulu;48;21/09/2020;-;;;
242;Pegawai 241;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Selatan;51;17/09/2019;-;;;
243;Pegawai 242;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Maluku Utara;51;09/06/2019;-;;;
244;Pegawai 243;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Jawa Timur;52;22/11/2021;-;;;
245;Pegawai 244;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;38;06/08/2020;-;;;
246;Pegawai 245;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Timur;33;06/03/2018;06/03/2022;;;
247;Pegawai 246;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Selatan;35;10/04/2019;-;;;
248;Pegawai 247;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Bali;24;10/02/2021;-;;;
249;Pegawai 248;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Maluku Utara;40;25/07/2021;-;;;
250;Pegawai 249;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bali;22;14/02/2018;14/02/2022;;;
251;Pegawai 250;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Utara;29;05/02/2018;05/02/2022;;;
252;Pegawai 251;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Utara;34;27/03/2022;-;;;
253;Pegawai 252;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Riau;27;17/07/2020;-;;;
254;Pegawai 253;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Banten;27;08/02/2020;-;;;
255;Pegawai 254;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi DKI Jakarta;32;16/06/2018;16/06/2022;;;
256;Pegawai 255;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Tengah;50;02/10/2019;-;;;
257;Pegawai 256;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Papua Barat;46;21/03/2021;-;;;
258;Pegawai 257;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jawa Tengah;29;12/01/2021;-;;;
259;Pegawai 258;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Maluku;29;18/03/2022;-;;;
260;Pegawai 259;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Barat;55;13/01/2019;-;;;
261;Pegawai 260;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jambi;38;11/03/2021;-;;;
262;Pegawai 261;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Bangka Belitung;52;17/04/2021;-;;;
263;Pegawai 262;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Tengah;40;13/01/2022;-;;;
264;Pegawai 263;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Maluku;25;23/05/2019;-;;;
265;Pegawai 264;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Bangka Belitung;34;28/02/2018;28/02/2022;;;
266;Pegawai 265;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sumatera Utara;24;03/01/2022;-;;;
267;Pegawai 266;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Selatan;48;01/08/2018;01/08/2022;;;
268;Pegawai 267;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Barat;50;17/11/2019;-;;;
269;Pegawai 268;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Selatan;23;25/01/2018;25/01/2022;;;
270;Pegawai 269;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Tengah;51;25/11/2018;25/11/2022;;;
271;Pegawai 270;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Maluku;23;21/02/2019;-;;;
272;Pegawai 271;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Aceh;52;20/05/2018;20/05/2022;;;
273;Pegawai 272;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jambi;42;07/11/2021;-;;;
274;Pegawai 273;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jambi;29;27/06/2022;-;;;
275;Pegawai 274;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Barat;52;20/11/2021;-;;;
276;Pegawai 275;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Lampung;38;30/12/2019;-;;;
277;Pegawai 276;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jawa Tengah;55;04/03/2020;-;;;
278;Pegawai 277;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Jawa Barat;48;16/12/2018;-;;;
279;Pegawai 278;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Jawa Timur;49;07/10/2019;-;;;
280;Pegawai 279;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jambi;51;24/09/2019;-;;;
281;Pegawai 280;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sumatera Selatan;23;23/04/2020;-;;;
282;Pegawai 281;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi DI Yogyakarta;28;03/02/2019;-;;;
283;Pegawai 282;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Selatan;37;01/05/2019;-;;;
284;Pegawai 283;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Selatan;56;08/07/2018;08/07/2022;;;
285;Pegawai 284;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Gorontalo;31;18/08/2019;-;;;
286;Pegawai 285;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Tengah;30;30/06/2018;30/06/2022;;;
287;Pegawai 286;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kalimantan Selatan;53;25/07/2020;-;;;
288;Pegawai 287;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Timur;50;30/12/2018;-;;;
289;Pegawai 288;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sulawesi Barat;22;28/01/2021;-;;;
290;Pegawai 289;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bengkulu;24;13/11/2020;-;;;
291;Pegawai 290;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sumatera Barat;22;23/10/2018;23/10/2022;;;
292;Pegawai 291;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;52;14/11/2021;-;;;
293;Pegawai 292;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Utara;50;27/10/2019;-;;;
294;Pegawai 293;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Bali;43;31/05/2022;-;;;
295;Pegawai 294;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bangka Belitung;50;29/03/2020;-;;;
296;Pegawai 295;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Tengah;39;08/03/2022;-;;;
297;Pegawai 296;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Selatan;49;26/09/2020;-;;;
298;Pegawai 297;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jawa Tengah;39;17/09/2020;-;;;
299;Pegawai 298;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Tengah;31;26/01/2022;-;;;
300;Pegawai 299;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Maluku;41;05/10/2020;-;;;
301;Pegawai 300;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Barat;45;15/11/2020;-;;;
302;Pegawai 301;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Maluku Utara;41;07/03/2022;-;;;
303;Pegawai 302;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Tenggara;33;05/08/2019;-;;;
304;Pegawai 303;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Selatan;41;17/11/2021;-;;;
305;Pegawai 304;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bengkulu;26;19/04/2021;-;;;
306;Pegawai 305;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Bangka Belitung;32;09/04/2022;-;;;
307;Pegawai 306;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Bangka Belitung;56;21/05/2018;21/05/2022;;;
308;Pegawai 307;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Utara;39;18/08/2018;18/08/2022;;;
309;Pegawai 308;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Riau;54;21/04/2021;-;;;
310;Pegawai 309;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Nusa Tenggara Timur;31;21/09/2018;21/09/2022;;;
311;Pegawai 310;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Timur;26;03/09/2019;-;;;
312;Pegawai 311;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Utara;35;04/06/2019;-;;;
313;Pegawai 312;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;27;21/10/2018;21/10/2022;;;
314;Pegawai 313;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Banten;47;26/07/2021;-;;;
315;Pegawai 314;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Barat;51;17/11/2020;-;;;
316;Pegawai 315;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Banten;56;25/08/2019;-;;;
317;Pegawai 316;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;43;03/04/2020;-;;;
318;Pegawai 317;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sumatera Utara;46;22/04/2021;-;;;
319;Pegawai 318;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Banten;30;05/07/2020;-;;;
320;Pegawai 319;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi DI Yogyakarta;28;30/06/2021;-;;;
321;Pegawai 320;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Barat;43;18/10/2020;-;;;
322;Pegawai 321;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Papua;44;22/12/2020;-;;;
323;Pegawai 322;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Barat;26;13/06/2021;-;;;
324;Pegawai 323;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sumatera Selatan;48;17/10/2019;-;;;
325;Pegawai 324;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Aceh;29;12/07/2020;-;;;
326;Pegawai 325;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jawa Timur;47;04/10/2019;-;;;
327;Pegawai 326;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Barat;43;28/11/2019;-;;;
328;Pegawai 327;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Jawa Barat;46;31/10/2019;-;;;
329;Pegawai 328;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Tengah;45;14/07/2020;-;;;
330;Pegawai 329;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Jawa Tengah;28;11/01/2022;-;;;
331;Pegawai 330;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Timur;50;26/01/2019;-;;;
332;Pegawai 331;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kalimantan Utara;38;21/12/2020;-;;;
333;Pegawai 332;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Barat;57;02/05/2018;02/05/2022;;;
334;Pegawai 333;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Bali;54;10/02/2020;-;;;
335;Pegawai 334;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jawa Timur;47;02/03/2022;-;;;
336;Pegawai 335;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Barat;24;03/07/2020;-;;;
337;Pegawai 336;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Banten;50;12/12/2018;-;;;
338;Pegawai 337;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Bengkulu;52;05/03/2018;05/03/2022;;;
339;Pegawai 338;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Utara;29;24/07/2019;-;;;
340;Pegawai 339;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Tengah;49;13/03/2022;-;;;
341;Pegawai 340;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Aceh;31;04/12/2020;-;;;
342;Pegawai 341;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sumatera Barat;49;13/09/2018;13/09/2022;;;
343;Pegawai 342;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Nusa Tenggara Barat;25;28/10/2021;-;;;
344;Pegawai 343;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Bangka Belitung;51;27/12/2018;-;;;
345;Pegawai 344;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Bengkulu;21;21/12/2020;-;;;
346;Pegawai 345;S1;Arsiparis Muda ;BPK Perwakilan Provinsi DI Yogyakarta;46;18/07/2022;-;;;
347;Pegawai 346;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Bangka Belitung;28;09/12/2019;-;;;
348;Pegawai 347;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jambi;44;19/05/2022;-;;;
349;Pegawai 348;S1;Pemeriksa Utama;BPK Perwakilan Provinsi DI Yogyakarta;22;19/12/2020;-;;;
350;Pegawai 349;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Nusa Tenggara Timur;53;14/03/2018;14/03/2022;;;
351;Pegawai 350;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Maluku;39;01/11/2019;-;;;
352;Pegawai 351;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Gorontalo;38;28/08/2020;-;;;
353;Pegawai 352;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Nusa Tenggara Timur;50;25/09/2020;-;;;
354;Pegawai 353;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bangka Belitung;21;25/02/2020;-;;;
355;Pegawai 354;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Maluku Utara;27;25/07/2021;-;;;
356;Pegawai 355;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sumatera Utara;25;10/12/2021;-;;;
357;Pegawai 356;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Nusa Tenggara Timur;38;02/05/2019;-;;;
358;Pegawai 357;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Gorontalo;38;14/09/2018;14/09/2022;;;
359;Pegawai 358;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Barat;47;05/02/2021;-;;;
360;Pegawai 359;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Utara;52;09/10/2021;-;;;
361;Pegawai 360;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Maluku;29;21/12/2018;-;;;
362;Pegawai 361;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sumatera Selatan;33;06/11/2019;-;;;
363;Pegawai 362;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bengkulu;28;16/05/2022;-;;;
364;Pegawai 363;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jawa Tengah;41;23/11/2020;-;;;
365;Pegawai 364;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Gorontalo;31;26/09/2019;-;;;
366;Pegawai 365;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Bangka Belitung;42;20/09/2019;-;;;
367;Pegawai 366;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jambi;25;13/01/2021;-;;;
368;Pegawai 367;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jambi;31;05/11/2019;-;;;
369;Pegawai 368;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Nusa Tenggara Timur;48;31/08/2018;31/08/2022;;;
370;Pegawai 369;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Papua Barat;22;24/05/2019;-;;;
371;Pegawai 370;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Gorontalo;35;05/03/2021;-;;;
372;Pegawai 371;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jawa Tengah;40;23/05/2022;-;;;
373;Pegawai 372;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Maluku;39;04/02/2018;04/02/2022;;;
374;Pegawai 373;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bangka Belitung;44;20/03/2020;-;;;
375;Pegawai 374;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi DKI Jakarta;42;13/02/2018;13/02/2022;;;
376;Pegawai 375;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Selatan;46;23/11/2020;-;;;
377;Pegawai 376;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Lampung;41;13/02/2020;-;;;
378;Pegawai 377;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jambi;53;23/10/2019;-;;;
379;Pegawai 378;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Jawa Tengah;27;02/04/2021;-;;;
380;Pegawai 379;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Banten;28;23/12/2018;-;;;
381;Pegawai 380;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sumatera Barat;55;10/09/2020;-;;;
382;Pegawai 381;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Timur;53;27/01/2019;-;;;
383;Pegawai 382;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Lampung;41;18/05/2019;-;;;
384;Pegawai 383;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;49;08/07/2019;-;;;
385;Pegawai 384;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Barat;38;23/02/2020;-;;;
386;Pegawai 385;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Riau;40;15/01/2019;-;;;
387;Pegawai 386;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Barat;23;12/05/2018;12/05/2022;;;
388;Pegawai 387;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Nusa Tenggara Timur;30;12/12/2021;-;;;
389;Pegawai 388;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Lampung;34;11/04/2019;-;;;
390;Pegawai 389;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi DI Yogyakarta;25;22/03/2018;22/03/2022;;;
391;Pegawai 390;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Selatan;42;29/11/2018;29/11/2022;;;
392;Pegawai 391;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Aceh;43;22/05/2019;-;;;
393;Pegawai 392;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Bengkulu;46;07/11/2018;07/11/2022;;;
394;Pegawai 393;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Bali;32;02/04/2018;02/04/2022;;;
395;Pegawai 394;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Maluku Utara;25;13/11/2021;-;;;
396;Pegawai 395;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Utara;33;18/06/2018;18/06/2022;;;
397;Pegawai 396;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Gorontalo;42;23/02/2019;-;;;
398;Pegawai 397;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Nusa Tenggara Timur;27;12/06/2020;-;;;
399;Pegawai 398;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Barat;56;26/07/2021;-;;;
400;Pegawai 399;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Tengah;46;11/01/2021;-;;;
401;Pegawai 400;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Jawa Tengah;21;17/12/2018;-;;;
402;Pegawai 401;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jawa Barat;53;07/10/2020;-;;;
403;Pegawai 402;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Gorontalo;37;07/06/2021;-;;;
404;Pegawai 403;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sulawesi Tenggara;40;29/12/2018;-;;;
405;Pegawai 404;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Barat;37;30/12/2018;-;;;
406;Pegawai 405;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Barat;36;30/12/2021;-;;;
407;Pegawai 406;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Riau;57;08/10/2018;08/10/2022;;;
408;Pegawai 407;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Sumatera Utara;30;15/03/2019;-;;;
409;Pegawai 408;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Selatan;38;16/05/2021;-;;;
410;Pegawai 409;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Maluku;21;06/06/2021;-;;;
411;Pegawai 410;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Maluku;35;07/06/2020;-;;;
412;Pegawai 411;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Gorontalo;28;31/08/2021;-;;;
413;Pegawai 412;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kepulauan Riau;33;20/05/2020;-;;;
414;Pegawai 413;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jawa Barat;55;08/08/2019;-;;;
415;Pegawai 414;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Bangka Belitung;44;29/01/2018;29/01/2022;;;
416;Pegawai 415;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;25;19/08/2019;-;;;
417;Pegawai 416;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Selatan;32;15/02/2022;-;;;
418;Pegawai 417;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Barat;30;27/12/2018;-;;;
419;Pegawai 418;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jawa Barat;27;10/06/2022;-;;;
420;Pegawai 419;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Barat;51;03/01/2021;-;;;
421;Pegawai 420;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Banten;41;08/03/2018;08/03/2022;;;
