skp_id;pegawai_nama;skp_nilai;skp_tahun
;Pegawai 1041;83;31/12/2022
;Pegawai 1042;92;31/12/2022
;Pegawai 1043;78;31/12/2022
;Pegawai 1044;92;31/12/2022
;Pegawai 1045;70;31/12/2022
;Pegawai 1046;83;31/12/2022
;Pegawai 1047;93;31/12/2022
;Pegawai 1048;79;31/12/2022
;Pegawai 1049;76;31/12/2022
;Pegawai 1050;92;31/12/2022
;Pegawai 1051;74;31/12/2022
;Pegawai 1052;70;31/12/2022
;Pegawai 1053;71;31/12/2022
;Pegawai 1054;75;31/12/2022
;Pegawai 1055;93;31/12/2022
;Pegawai 1056;94;31/12/2022
;Pegawai 1057;88;31/12/2022
;Pegawai 1058;88;31/12/2022
;Pegawai 1059;96;31/12/2022
;Pegawai 1060;73;31/12/2022
;Pegawai 1061;96;31/12/2022
;Pegawai 1062;77;31/12/2022
;Pegawai 1063;97;31/12/2022
;Pegawai 1064;98;31/12/2022
;Pegawai 1065;96;31/12/2022
;Pegawai 1066;92;31/12/2022
;Pegawai 1067;99;31/12/2022
;Pegawai 1068;85;31/12/2022
;Pegawai 1069;75;31/12/2022
;Pegawai 1070;73;31/12/2022
;Pegawai 1071;75;31/12/2022
;Pegawai 1072;70;31/12/2022
;Pegawai 1073;79;31/12/2022
;Pegawai 1074;71;31/12/2022
;Pegawai 1075;87;31/12/2022
;Pegawai 1076;77;31/12/2022
;Pegawai 1077;97;31/12/2022
;Pegawai 1078;99;31/12/2022
;Pegawai 1079;91;31/12/2022
;Pegawai 1080;79;31/12/2022
;Pegawai 1081;71;31/12/2022
;Pegawai 1082;84;31/12/2022
;Pegawai 1083;96;31/12/2022
;Pegawai 1084;98;31/12/2022
;Pegawai 1085;86;31/12/2022
;Pegawai 1086;72;31/12/2022
;Pegawai 1087;79;31/12/2022
;Pegawai 1088;81;31/12/2022
;Pegawai 1089;92;31/12/2022
;Pegawai 1090;96;31/12/2022
;Pegawai 1091;76;31/12/2022
;Pegawai 1092;78;31/12/2022
;Pegawai 1093;94;31/12/2022
;Pegawai 1094;79;31/12/2022
;Pegawai 1095;72;31/12/2022
;Pegawai 1096;94;31/12/2022
;Pegawai 1097;86;31/12/2022
;Pegawai 1098;75;31/12/2022
;Pegawai 1099;96;31/12/2022
;Pegawai 1100;99;31/12/2022
;Pegawai 1101;94;31/12/2022
;Pegawai 1102;91;31/12/2022
;Pegawai 1103;93;31/12/2022
;Pegawai 1104;88;31/12/2022
;Pegawai 1105;98;31/12/2022
;Pegawai 1106;74;31/12/2022
;Pegawai 1107;82;31/12/2022
;Pegawai 1108;94;31/12/2022
;Pegawai 1109;70;31/12/2022
;Pegawai 1110;86;31/12/2022
;Pegawai 1111;74;31/12/2022
;Pegawai 1112;72;31/12/2022
;Pegawai 1113;98;31/12/2022
;Pegawai 1114;89;31/12/2022
;Pegawai 1115;96;31/12/2022
;Pegawai 1116;95;31/12/2022
;Pegawai 1117;82;31/12/2022
;Pegawai 1118;76;31/12/2022
;Pegawai 1119;82;31/12/2022
;Pegawai 1120;85;31/12/2022
;Pegawai 1121;91;31/12/2022
;Pegawai 1122;72;31/12/2022
;Pegawai 1123;89;31/12/2022
;Pegawai 1124;96;31/12/2022
;Pegawai 1125;77;31/12/2022
;Pegawai 1126;86;31/12/2022
;Pegawai 1127;95;31/12/2022
;Pegawai 1128;71;31/12/2022
;Pegawai 1129;90;31/12/2022
;Pegawai 1130;91;31/12/2022
;Pegawai 1131;88;31/12/2022
;Pegawai 1132;98;31/12/2022
;Pegawai 1133;73;31/12/2022
;Pegawai 1134;91;31/12/2022
;Pegawai 1135;97;31/12/2022
;Pegawai 1136;91;31/12/2022
;Pegawai 1137;74;31/12/2022
;Pegawai 1138;91;31/12/2022
;Pegawai 1139;89;31/12/2022
;Pegawai 1140;71;31/12/2022
;Pegawai 1141;77;31/12/2022
;Pegawai 1142;90;31/12/2022
;Pegawai 1143;93;31/12/2022
;Pegawai 1144;83;31/12/2022
;Pegawai 1145;82;31/12/2022
;Pegawai 1146;78;31/12/2022
;Pegawai 1147;77;31/12/2022
;Pegawai 1148;71;31/12/2022
;Pegawai 1149;86;31/12/2022
;Pegawai 1150;98;31/12/2022
;Pegawai 1151;72;31/12/2022
;Pegawai 1152;91;31/12/2022
;Pegawai 1153;90;31/12/2022
;Pegawai 1154;85;31/12/2022
;Pegawai 1155;71;31/12/2022
;Pegawai 1156;84;31/12/2022
;Pegawai 1157;97;31/12/2022
;Pegawai 1158;89;31/12/2022
;Pegawai 1159;74;31/12/2022
;Pegawai 1160;89;31/12/2022
;Pegawai 1161;76;31/12/2022
;Pegawai 1162;71;31/12/2022
;Pegawai 1163;95;31/12/2022
;Pegawai 1164;76;31/12/2022
;Pegawai 1165;75;31/12/2022
;Pegawai 1166;97;31/12/2022
;Pegawai 1167;82;31/12/2022
;Pegawai 1168;91;31/12/2022
;Pegawai 1169;93;31/12/2022
;Pegawai 1170;96;31/12/2022
;Pegawai 1171;93;31/12/2022
;Pegawai 1172;96;31/12/2022
;Pegawai 1173;96;31/12/2022
;Pegawai 1174;72;31/12/2022
;Pegawai 1175;89;31/12/2022
;Pegawai 1176;73;31/12/2022
;Pegawai 1177;99;31/12/2022
;Pegawai 1178;98;31/12/2022
;Pegawai 1179;98;31/12/2022
;Pegawai 1180;87;31/12/2022
;Pegawai 1181;70;31/12/2022
;Pegawai 1182;73;31/12/2022
;Pegawai 1183;79;31/12/2022
;Pegawai 1184;92;31/12/2022
;Pegawai 1185;83;31/12/2022
;Pegawai 1186;78;31/12/2022
;Pegawai 1187;85;31/12/2022
;Pegawai 1188;92;31/12/2022
;Pegawai 1189;72;31/12/2022
;Pegawai 1190;94;31/12/2022
;Pegawai 1191;99;31/12/2022
;Pegawai 1192;89;31/12/2022
;Pegawai 1193;72;31/12/2022
;Pegawai 1194;85;31/12/2022
;Pegawai 1195;77;31/12/2022
;Pegawai 1196;98;31/12/2022
;Pegawai 1197;85;31/12/2022
;Pegawai 1198;96;31/12/2022
;Pegawai 1199;82;31/12/2022
;Pegawai 1200;87;31/12/2022
;Pegawai 1201;86;31/12/2022
;Pegawai 1202;91;31/12/2022
;Pegawai 1203;88;31/12/2022
;Pegawai 1204;93;31/12/2022
;Pegawai 1205;92;31/12/2022
;Pegawai 1206;86;31/12/2022
;Pegawai 1207;72;31/12/2022
;Pegawai 1208;74;31/12/2022
;Pegawai 1209;76;31/12/2022
;Pegawai 1210;80;31/12/2022
;Pegawai 1211;76;31/12/2022
;Pegawai 1212;90;31/12/2022
;Pegawai 1213;82;31/12/2022
;Pegawai 1214;88;31/12/2022
;Pegawai 1215;72;31/12/2022
;Pegawai 1216;84;31/12/2022
;Pegawai 1217;98;31/12/2022
;Pegawai 1218;83;31/12/2022
;Pegawai 1219;93;31/12/2022
;Pegawai 1220;74;31/12/2022
;Pegawai 1221;88;31/12/2022
;Pegawai 1222;97;31/12/2022
;Pegawai 1223;70;31/12/2022
;Pegawai 1224;95;31/12/2022
;Pegawai 1225;82;31/12/2022
;Pegawai 1226;76;31/12/2022
;Pegawai 1227;78;31/12/2022
;Pegawai 1228;80;31/12/2022
;Pegawai 1229;73;31/12/2022
;Pegawai 1230;84;31/12/2022
;Pegawai 1231;85;31/12/2022
;Pegawai 1232;70;31/12/2022
;Pegawai 1233;73;31/12/2022
;Pegawai 1234;90;31/12/2022
;Pegawai 1235;89;31/12/2022
;Pegawai 1236;76;31/12/2022
;Pegawai 1237;90;31/12/2022
;Pegawai 1238;72;31/12/2022
;Pegawai 1239;85;31/12/2022
;Pegawai 1240;87;31/12/2022
;Pegawai 1241;92;31/12/2022
;Pegawai 1242;95;31/12/2022
;Pegawai 1243;95;31/12/2022
;Pegawai 1244;84;31/12/2022
;Pegawai 1245;76;31/12/2022
;Pegawai 1246;99;31/12/2022
;Pegawai 1247;99;31/12/2022
;Pegawai 1248;72;31/12/2022
;Pegawai 1249;74;31/12/2022
;Pegawai 1250;80;31/12/2022
;Pegawai 1251;84;31/12/2022
;Pegawai 1252;98;31/12/2022
;Pegawai 1253;89;31/12/2022
;Pegawai 1254;82;31/12/2022
;Pegawai 1255;73;31/12/2022
;Pegawai 1256;88;31/12/2022
;Pegawai 1257;74;31/12/2022
;Pegawai 1258;93;31/12/2022
;Pegawai 1259;94;31/12/2022
;Pegawai 1260;87;31/12/2022
;Pegawai 1261;74;31/12/2022
;Pegawai 1262;76;31/12/2022
;Pegawai 1263;83;31/12/2022
;Pegawai 1264;99;31/12/2022
;Pegawai 1265;89;31/12/2022
;Pegawai 1266;78;31/12/2022
;Pegawai 1267;98;31/12/2022
;Pegawai 1268;71;31/12/2022
;Pegawai 1269;99;31/12/2022
;Pegawai 1270;85;31/12/2022
;Pegawai 1271;80;31/12/2022
;Pegawai 1272;78;31/12/2022
;Pegawai 1273;85;31/12/2022
;Pegawai 1274;70;31/12/2022
;Pegawai 1275;84;31/12/2022
;Pegawai 1276;90;31/12/2022
;Pegawai 1277;76;31/12/2022
;Pegawai 1278;85;31/12/2022
;Pegawai 1279;88;31/12/2022
;Pegawai 1280;90;31/12/2022
;Pegawai 1281;98;31/12/2022
;Pegawai 1282;70;31/12/2022
;Pegawai 1283;71;31/12/2022
;Pegawai 1284;81;31/12/2022
;Pegawai 1285;78;31/12/2022
;Pegawai 1286;92;31/12/2022
;Pegawai 1287;78;31/12/2022
;Pegawai 1288;81;31/12/2022
;Pegawai 1289;86;31/12/2022
;Pegawai 1290;84;31/12/2022
;Pegawai 1291;93;31/12/2022
;Pegawai 1292;74;31/12/2022
;Pegawai 1293;83;31/12/2022
;Pegawai 1294;72;31/12/2022
;Pegawai 1295;96;31/12/2022
;Pegawai 1296;80;31/12/2022
;Pegawai 1297;87;31/12/2022
;Pegawai 1298;98;31/12/2022
;Pegawai 1299;85;31/12/2022
;Pegawai 1300;93;31/12/2022
;Pegawai 1301;71;31/12/2022
;Pegawai 1302;96;31/12/2022
;Pegawai 1303;91;31/12/2022
;Pegawai 1304;83;31/12/2022
;Pegawai 1305;78;31/12/2022
;Pegawai 1306;80;31/12/2022
;Pegawai 1307;99;31/12/2022
;Pegawai 1308;72;31/12/2022
;Pegawai 1309;70;31/12/2022
;Pegawai 1310;84;31/12/2022
;Pegawai 1311;97;31/12/2022
;Pegawai 1312;90;31/12/2022
;Pegawai 1313;91;31/12/2022
;Pegawai 1314;91;31/12/2022
;Pegawai 1315;89;31/12/2022
;Pegawai 1316;83;31/12/2022
;Pegawai 1317;93;31/12/2022
;Pegawai 1318;95;31/12/2022
;Pegawai 1319;88;31/12/2022
;Pegawai 1320;71;31/12/2022
;Pegawai 1321;77;31/12/2022
;Pegawai 1322;80;31/12/2022
;Pegawai 1323;70;31/12/2022
;Pegawai 1324;85;31/12/2022
;Pegawai 1325;79;31/12/2022
;Pegawai 1326;88;31/12/2022
;Pegawai 1327;84;31/12/2022
;Pegawai 1328;76;31/12/2022
;Pegawai 1329;87;31/12/2022
;Pegawai 1330;85;31/12/2022
;Pegawai 1331;88;31/12/2022
;Pegawai 1332;78;31/12/2022
;Pegawai 1333;97;31/12/2022
;Pegawai 1334;84;31/12/2022
;Pegawai 1335;81;31/12/2022
;Pegawai 1336;92;31/12/2022
;Pegawai 1337;85;31/12/2022
;Pegawai 1338;96;31/12/2022
;Pegawai 1339;97;31/12/2022
;Pegawai 1340;97;31/12/2022
;Pegawai 1341;71;31/12/2022
;Pegawai 1342;76;31/12/2022
;Pegawai 1343;89;31/12/2022
;Pegawai 1344;75;31/12/2022
;Pegawai 1345;73;31/12/2022
;Pegawai 1346;82;31/12/2022
;Pegawai 1347;93;31/12/2022
;Pegawai 1348;80;31/12/2022
;Pegawai 1349;71;31/12/2022
;Pegawai 1350;73;31/12/2022
;Pegawai 1351;99;31/12/2022
;Pegawai 1352;94;31/12/2022
;Pegawai 1353;95;31/12/2022
;Pegawai 1354;79;31/12/2022
;Pegawai 1355;82;31/12/2022
;Pegawai 1356;86;31/12/2022
;Pegawai 1357;73;31/12/2022
;Pegawai 1358;96;31/12/2022
;Pegawai 1359;82;31/12/2022
;Pegawai 1360;77;31/12/2022
;Pegawai 1361;81;31/12/2022
;Pegawai 1362;71;31/12/2022
;Pegawai 1363;72;31/12/2022
;Pegawai 1364;83;31/12/2022
;Pegawai 1365;75;31/12/2022
;Pegawai 1366;90;31/12/2022
;Pegawai 1367;81;31/12/2022
;Pegawai 1368;98;31/12/2022
;Pegawai 1369;94;31/12/2022
;Pegawai 1370;79;31/12/2022
;Pegawai 1371;77;31/12/2022
;Pegawai 1372;79;31/12/2022
;Pegawai 1373;76;31/12/2022
;Pegawai 1374;70;31/12/2022
;Pegawai 1375;93;31/12/2022
;Pegawai 1376;77;31/12/2022
;Pegawai 1377;81;31/12/2022
;Pegawai 1378;98;31/12/2022
;Pegawai 1379;98;31/12/2022
;Pegawai 1380;94;31/12/2022
;Pegawai 1381;80;31/12/2022
;Pegawai 1382;98;31/12/2022
;Pegawai 1383;75;31/12/2022
;Pegawai 1384;84;31/12/2022
;Pegawai 1385;99;31/12/2022
;Pegawai 1386;91;31/12/2022
;Pegawai 1387;98;31/12/2022
;Pegawai 1388;73;31/12/2022
;Pegawai 1389;92;31/12/2022
;Pegawai 1390;77;31/12/2022
;Pegawai 1391;97;31/12/2022
;Pegawai 1392;83;31/12/2022
;Pegawai 1393;83;31/12/2022
;Pegawai 1394;95;31/12/2022
;Pegawai 1395;95;31/12/2022
;Pegawai 1396;90;31/12/2022
;Pegawai 1397;89;31/12/2022
;Pegawai 1398;90;31/12/2022
;Pegawai 1399;78;31/12/2022
;Pegawai 1400;99;31/12/2022
;Pegawai 1401;89;31/12/2022
;Pegawai 1402;89;31/12/2022
;Pegawai 1403;76;31/12/2022
;Pegawai 1404;79;31/12/2022
;Pegawai 1405;99;31/12/2022
;Pegawai 1406;95;31/12/2022
;Pegawai 1407;95;31/12/2022
;Pegawai 1408;82;31/12/2022
;Pegawai 1409;73;31/12/2022
;Pegawai 1410;74;31/12/2022
;Pegawai 1411;95;31/12/2022
;Pegawai 1412;87;31/12/2022
;Pegawai 1413;70;31/12/2022
;Pegawai 1414;91;31/12/2022
;Pegawai 1415;81;31/12/2022
;Pegawai 1416;92;31/12/2022
;Pegawai 1417;84;31/12/2022
;Pegawai 1418;79;31/12/2022
;Pegawai 1419;79;31/12/2022
;Pegawai 1420;83;31/12/2022
;Pegawai 1421;97;31/12/2022
;Pegawai 1422;80;31/12/2022
;Pegawai 1423;88;31/12/2022
;Pegawai 1424;72;31/12/2022
;Pegawai 1425;70;31/12/2022
;Pegawai 1426;74;31/12/2022
;Pegawai 1427;72;31/12/2022
;Pegawai 1428;77;31/12/2022
;Pegawai 1429;88;31/12/2022
;Pegawai 1430;95;31/12/2022
;Pegawai 1431;86;31/12/2022
;Pegawai 1432;75;31/12/2022
;Pegawai 1433;86;31/12/2022
;Pegawai 1434;89;31/12/2022
;Pegawai 1435;75;31/12/2022
;Pegawai 1436;96;31/12/2022
;Pegawai 1437;95;31/12/2022
;Pegawai 1438;95;31/12/2022
;Pegawai 1439;97;31/12/2022
;Pegawai 1440;91;31/12/2022
;Pegawai 1441;91;31/12/2022
;Pegawai 1442;79;31/12/2022
;Pegawai 1443;78;31/12/2022
;Pegawai 1444;80;31/12/2022
;Pegawai 1445;94;31/12/2022
;Pegawai 1446;76;31/12/2022
;Pegawai 1447;87;31/12/2022
;Pegawai 1448;82;31/12/2022
;Pegawai 1449;89;31/12/2022
;Pegawai 1450;70;31/12/2022
;Pegawai 1451;89;31/12/2022
;Pegawai 1452;82;31/12/2022
;Pegawai 1453;87;31/12/2022
;Pegawai 1454;98;31/12/2022
;Pegawai 1455;85;31/12/2022
;Pegawai 1456;85;31/12/2022
;Pegawai 1457;78;31/12/2022
;Pegawai 1458;88;31/12/2022
;Pegawai 1459;73;31/12/2022
;Pegawai 1460;95;31/12/2022
;Pegawai 1461;93;31/12/2022
;Pegawai 1462;79;31/12/2022
;Pegawai 1463;81;31/12/2022
;Pegawai 1464;88;31/12/2022
;Pegawai 1465;96;31/12/2022
;Pegawai 1466;84;31/12/2022
;Pegawai 1467;83;31/12/2022
;Pegawai 1468;88;31/12/2022
;Pegawai 1469;89;31/12/2022
;Pegawai 1470;72;31/12/2022
;Pegawai 1471;81;31/12/2022
;Pegawai 1472;98;31/12/2022
;Pegawai 1473;72;31/12/2022
;Pegawai 1474;77;31/12/2022
;Pegawai 1475;86;31/12/2022
;Pegawai 1476;78;31/12/2022
;Pegawai 1477;71;31/12/2022
;Pegawai 1478;95;31/12/2022
;Pegawai 1479;84;31/12/2022
;Pegawai 1480;85;31/12/2022
;Pegawai 1481;83;31/12/2022
;Pegawai 1482;81;31/12/2022
;Pegawai 1483;96;31/12/2022
;Pegawai 1484;89;31/12/2022
;Pegawai 1485;84;31/12/2022
;Pegawai 1486;71;31/12/2022
;Pegawai 1487;74;31/12/2022
;Pegawai 1488;93;31/12/2022
;Pegawai 1489;79;31/12/2022
;Pegawai 1490;70;31/12/2022
;Pegawai 1491;75;31/12/2022
;Pegawai 1492;83;31/12/2022
;Pegawai 1493;96;31/12/2022
;Pegawai 1494;89;31/12/2022
;Pegawai 1495;75;31/12/2022
;Pegawai 1496;92;31/12/2022
;Pegawai 1497;92;31/12/2022
;Pegawai 1498;97;31/12/2022
;Pegawai 1499;89;31/12/2022
;Pegawai 1500;77;31/12/2022
;Pegawai 1501;79;31/12/2022
;Pegawai 1502;91;31/12/2022
;Pegawai 1503;84;31/12/2022
;Pegawai 1504;76;31/12/2022
;Pegawai 1505;82;31/12/2022
;Pegawai 1506;98;31/12/2022
;Pegawai 1507;82;31/12/2022
;Pegawai 1508;74;31/12/2022
;Pegawai 1509;74;31/12/2022
;Pegawai 1510;85;31/12/2022
;Pegawai 1511;76;31/12/2022
;Pegawai 1512;76;31/12/2022
;Pegawai 1513;82;31/12/2022
;Pegawai 1514;84;31/12/2022
;Pegawai 1515;81;31/12/2022
;Pegawai 1516;84;31/12/2022
;Pegawai 1517;87;31/12/2022
;Pegawai 1518;76;31/12/2022
;Pegawai 1519;74;31/12/2022
;Pegawai 1520;86;31/12/2022
;Pegawai 1521;92;31/12/2022
;Pegawai 1522;83;31/12/2022
;Pegawai 1523;85;31/12/2022
;Pegawai 1524;70;31/12/2022
;Pegawai 1525;79;31/12/2022
;Pegawai 1526;77;31/12/2022
;Pegawai 1527;94;31/12/2022
;Pegawai 1528;95;31/12/2022
;Pegawai 1529;90;31/12/2022
;Pegawai 1530;71;31/12/2022
;Pegawai 1531;78;31/12/2022
;Pegawai 1532;84;31/12/2022
;Pegawai 1533;98;31/12/2022
;Pegawai 1534;97;31/12/2022
;Pegawai 1535;93;31/12/2022
;Pegawai 1536;91;31/12/2022
;Pegawai 1537;76;31/12/2022
;Pegawai 1538;90;31/12/2022
;Pegawai 1539;94;31/12/2022
;Pegawai 1540;82;31/12/2022
;Pegawai 1541;99;31/12/2022
;Pegawai 1542;76;31/12/2022
;Pegawai 1543;76;31/12/2022
;Pegawai 1544;89;31/12/2022
;Pegawai 1545;88;31/12/2022
;Pegawai 1546;89;31/12/2022
;Pegawai 1547;87;31/12/2022
;Pegawai 1548;75;31/12/2022
;Pegawai 1549;96;31/12/2022
;Pegawai 1550;98;31/12/2022
;Pegawai 1551;97;31/12/2022
;Pegawai 1552;99;31/12/2022
;Pegawai 1553;91;31/12/2022
;Pegawai 1554;93;31/12/2022
;Pegawai 1555;99;31/12/2022
;Pegawai 1556;98;31/12/2022
;Pegawai 1557;77;31/12/2022
;Pegawai 1558;77;31/12/2022
;Pegawai 1559;92;31/12/2022
;Pegawai 1560;79;31/12/2022
;Pegawai 1561;85;31/12/2022
;Pegawai 1562;79;31/12/2022
;Pegawai 1563;77;31/12/2022
;Pegawai 1564;74;31/12/2022
;Pegawai 1565;75;31/12/2022
;Pegawai 1566;79;31/12/2022
;Pegawai 1567;92;31/12/2022
;Pegawai 1568;73;31/12/2022
;Pegawai 1569;82;31/12/2022
;Pegawai 1570;91;31/12/2022
;Pegawai 1571;87;31/12/2022
;Pegawai 1572;77;31/12/2022
;Pegawai 1573;89;31/12/2022
;Pegawai 1574;92;31/12/2022
;Pegawai 1575;99;31/12/2022
;Pegawai 1576;96;31/12/2022
;Pegawai 1577;95;31/12/2022
;Pegawai 1578;78;31/12/2022
;Pegawai 1579;77;31/12/2022
;Pegawai 1580;98;31/12/2022
;Pegawai 1581;83;31/12/2022
;Pegawai 1582;80;31/12/2022
;Pegawai 1583;89;31/12/2022
;Pegawai 1584;81;31/12/2022
;Pegawai 1585;86;31/12/2022
;Pegawai 1586;80;31/12/2022
;Pegawai 1587;82;31/12/2022
;Pegawai 1588;84;31/12/2022
;Pegawai 1589;74;31/12/2022
;Pegawai 1590;72;31/12/2022
;Pegawai 1591;92;31/12/2022
;Pegawai 1592;72;31/12/2022
;Pegawai 1593;95;31/12/2022
;Pegawai 1594;88;31/12/2022
;Pegawai 1595;93;31/12/2022
;Pegawai 1596;70;31/12/2022
;Pegawai 1597;97;31/12/2022
;Pegawai 1598;97;31/12/2022
;Pegawai 1599;71;31/12/2022
;Pegawai 1600;92;31/12/2022
;Pegawai 1601;99;31/12/2022
;Pegawai 1602;98;31/12/2022
;Pegawai 1603;76;31/12/2022
;Pegawai 1604;80;31/12/2022
;Pegawai 1605;88;31/12/2022
;Pegawai 1606;99;31/12/2022
;Pegawai 1607;75;31/12/2022
;Pegawai 1608;93;31/12/2022
;Pegawai 1609;92;31/12/2022
;Pegawai 1610;86;31/12/2022
;Pegawai 1611;99;31/12/2022
;Pegawai 1612;97;31/12/2022
;Pegawai 1613;94;31/12/2022
;Pegawai 1614;82;31/12/2022
;Pegawai 1615;93;31/12/2022
;Pegawai 1616;93;31/12/2022
;Pegawai 1617;74;31/12/2022
;Pegawai 1618;70;31/12/2022
;Pegawai 1619;85;31/12/2022
;Pegawai 1620;90;31/12/2022
;Pegawai 1621;86;31/12/2022
;Pegawai 1622;94;31/12/2022
;Pegawai 1623;72;31/12/2022
;Pegawai 1624;74;31/12/2022
;Pegawai 1625;93;31/12/2022
;Pegawai 1626;89;31/12/2022
;Pegawai 1627;89;31/12/2022
;Pegawai 1628;81;31/12/2022
;Pegawai 1629;73;31/12/2022
;Pegawai 1630;76;31/12/2022
;Pegawai 1631;85;31/12/2022
;Pegawai 1632;87;31/12/2022
;Pegawai 1633;82;31/12/2022
;Pegawai 1634;76;31/12/2022
;Pegawai 1635;82;31/12/2022
;Pegawai 1636;74;31/12/2022
;Pegawai 1637;71;31/12/2022
;Pegawai 1638;83;31/12/2022
;Pegawai 1639;72;31/12/2022
;Pegawai 1640;70;31/12/2022
;Pegawai 1641;92;31/12/2022
;Pegawai 1642;74;31/12/2022
;Pegawai 1643;82;31/12/2022
;Pegawai 1644;90;31/12/2022
;Pegawai 1645;90;31/12/2022
;Pegawai 1646;73;31/12/2022
;Pegawai 1647;77;31/12/2022
;Pegawai 1648;70;31/12/2022
;Pegawai 1649;77;31/12/2022
;Pegawai 1650;76;31/12/2022
;Pegawai 1651;90;31/12/2022
;Pegawai 1652;94;31/12/2022
;Pegawai 1653;88;31/12/2022
;Pegawai 1654;97;31/12/2022
;Pegawai 1655;85;31/12/2022
;Pegawai 1656;91;31/12/2022
;Pegawai 1657;83;31/12/2022
;Pegawai 1658;95;31/12/2022
;Pegawai 1659;71;31/12/2022
;Pegawai 1660;83;31/12/2022
;Pegawai 1661;80;31/12/2022
;Pegawai 1662;85;31/12/2022
;Pegawai 1663;93;31/12/2022
;Pegawai 1664;89;31/12/2022
;Pegawai 1665;74;31/12/2022
;Pegawai 1666;88;31/12/2022
;Pegawai 1667;73;31/12/2022
;Pegawai 1668;80;31/12/2022
;Pegawai 1669;74;31/12/2022
;Pegawai 1670;77;31/12/2022
;Pegawai 1671;89;31/12/2022
;Pegawai 1672;70;31/12/2022
;Pegawai 1673;88;31/12/2022
;Pegawai 1674;87;31/12/2022
;Pegawai 1675;96;31/12/2022
;Pegawai 1676;78;31/12/2022
;Pegawai 1677;77;31/12/2022
;Pegawai 1678;77;31/12/2022
;Pegawai 1679;98;31/12/2022
;Pegawai 1680;88;31/12/2022
;Pegawai 1681;85;31/12/2022
;Pegawai 1682;75;31/12/2022
;Pegawai 1683;88;31/12/2022
;Pegawai 1684;78;31/12/2022
;Pegawai 1685;98;31/12/2022
;Pegawai 1686;74;31/12/2022
;Pegawai 1687;79;31/12/2022
;Pegawai 1688;88;31/12/2022
;Pegawai 1689;77;31/12/2022
;Pegawai 1690;78;31/12/2022
;Pegawai 1691;89;31/12/2022
;Pegawai 1692;98;31/12/2022
;Pegawai 1693;75;31/12/2022
;Pegawai 1694;77;31/12/2022
;Pegawai 1695;84;31/12/2022
;Pegawai 1696;77;31/12/2022
;Pegawai 1697;91;31/12/2022
;Pegawai 1698;72;31/12/2022
;Pegawai 1699;94;31/12/2022
;Pegawai 1700;84;31/12/2022
;Pegawai 1701;90;31/12/2022
;Pegawai 1702;78;31/12/2022
;Pegawai 1703;93;31/12/2022
;Pegawai 1704;76;31/12/2022
;Pegawai 1705;98;31/12/2022
;Pegawai 1706;84;31/12/2022
;Pegawai 1707;97;31/12/2022
;Pegawai 1708;87;31/12/2022
;Pegawai 1709;99;31/12/2022
;Pegawai 1710;74;31/12/2022
;Pegawai 1711;75;31/12/2022
;Pegawai 1712;71;31/12/2022
;Pegawai 1713;87;31/12/2022
;Pegawai 1714;77;31/12/2022
;Pegawai 1715;76;31/12/2022
;Pegawai 1716;89;31/12/2022
;Pegawai 1717;71;31/12/2022
;Pegawai 1718;85;31/12/2022
;Pegawai 1719;78;31/12/2022
;Pegawai 1720;79;31/12/2022
;Pegawai 1721;76;31/12/2022
;Pegawai 1722;91;31/12/2022
;Pegawai 1723;95;31/12/2022
;Pegawai 1724;84;31/12/2022
;Pegawai 1725;95;31/12/2022
;Pegawai 1726;96;31/12/2022
;Pegawai 1727;73;31/12/2022
;Pegawai 1728;73;31/12/2022
;Pegawai 1729;82;31/12/2022
;Pegawai 1730;91;31/12/2022
;Pegawai 1731;95;31/12/2022
;Pegawai 1732;86;31/12/2022
;Pegawai 1733;80;31/12/2022
;Pegawai 1734;99;31/12/2022
;Pegawai 1735;88;31/12/2022
;Pegawai 1736;71;31/12/2022
;Pegawai 1737;74;31/12/2022
;Pegawai 1738;83;31/12/2022
;Pegawai 1739;76;31/12/2022
;Pegawai 1740;99;31/12/2022
;Pegawai 1741;93;31/12/2022
;Pegawai 1742;74;31/12/2022
;Pegawai 1743;87;31/12/2022
;Pegawai 1744;81;31/12/2022
;Pegawai 1745;73;31/12/2022
;Pegawai 1746;92;31/12/2022
;Pegawai 1747;72;31/12/2022
;Pegawai 1748;77;31/12/2022
;Pegawai 1749;70;31/12/2022
;Pegawai 1750;80;31/12/2022
;Pegawai 1751;73;31/12/2022
;Pegawai 1752;98;31/12/2022
;Pegawai 1753;88;31/12/2022
;Pegawai 1754;80;31/12/2022
;Pegawai 1755;73;31/12/2022
;Pegawai 1756;75;31/12/2022
;Pegawai 1757;87;31/12/2022
;Pegawai 1758;85;31/12/2022
;Pegawai 1759;85;31/12/2022
;Pegawai 1760;77;31/12/2022
;Pegawai 1761;80;31/12/2022
;Pegawai 1762;85;31/12/2022
;Pegawai 1763;92;31/12/2022
;Pegawai 1764;73;31/12/2022
;Pegawai 1765;73;31/12/2022
;Pegawai 1766;80;31/12/2022
;Pegawai 1767;99;31/12/2022
;Pegawai 1768;87;31/12/2022
;Pegawai 1769;82;31/12/2022
;Pegawai 1770;90;31/12/2022
;Pegawai 1771;72;31/12/2022
;Pegawai 1772;76;31/12/2022
;Pegawai 1773;88;31/12/2022
;Pegawai 1774;74;31/12/2022
;Pegawai 1775;96;31/12/2022
